"GO.ID","Term","Annotated","Significant","Expected","percent.coverage","elim"
"GO:0003002","regionalization",387,56,48.33,0.144702842377261,0.03026
"GO:0005996","monosaccharide metabolic process",46,10,5.74,0.217391304347826,0.03051
"GO:0007088","regulation of mitotic nuclear division",59,12,7.37,0.203389830508475,0.03064
"GO:0036011","imaginal disc-derived leg segmentation",22,6,2.75,0.272727272727273,0.03164
"GO:0061013","regulation of mRNA catabolic process",22,6,2.75,0.272727272727273,0.03164
"GO:0035285","appendage segmentation",22,6,2.75,0.272727272727273,0.03164
"GO:0007098","centrosome cycle",66,13,8.24,0.196969696969697,0.03192
"GO:0035330","regulation of hippo signaling",66,13,8.24,0.196969696969697,0.03192
"GO:0048598","embryonic morphogenesis",188,30,23.48,0.159574468085106,0.03234
"GO:0051494","negative regulation of cytoskeleton orga...",34,8,4.25,0.235294117647059,0.03286
"GO:0032774","RNA biosynthetic process",887,125,110.77,0.140924464487035,0.03315
"GO:0035218","leg disc development",80,15,9.99,0.1875,0.03335
"GO:0045787","positive regulation of cell cycle",60,12,7.49,0.2,0.03451
"GO:0008049","male courtship behavior",47,10,5.87,0.212765957446809,0.03498
"GO:0008283","cell population proliferation",250,38,31.22,0.152,0.03507
"GO:0033499","galactose catabolic process via UDP-gala...",3,2,0.37,0.666666666666667,0.03563
"GO:0003401","axis elongation",3,2,0.37,0.666666666666667,0.03563
"GO:0090616","mitochondrial mRNA 3'-end processing",3,2,0.37,0.666666666666667,0.03563
"GO:0071630","nuclear protein quality control by the u...",3,2,0.37,0.666666666666667,0.03563
"GO:0001504","neurotransmitter uptake",3,2,0.37,0.666666666666667,0.03563
"GO:1903599","positive regulation of autophagy of mito...",3,2,0.37,0.666666666666667,0.03563
"GO:0016062","adaptation of rhodopsin mediated signali...",3,2,0.37,0.666666666666667,0.03563
"GO:0032885","regulation of polysaccharide biosyntheti...",3,2,0.37,0.666666666666667,0.03563
"GO:0010962","regulation of glucan biosynthetic proces...",3,2,0.37,0.666666666666667,0.03563
"GO:0036367","light adaption",3,2,0.37,0.666666666666667,0.03563
"GO:0048081","positive regulation of cuticle pigmentat...",3,2,0.37,0.666666666666667,0.03563
"GO:0043570","maintenance of DNA repeat elements",3,2,0.37,0.666666666666667,0.03563
"GO:0097222","mitochondrial mRNA polyadenylation",3,2,0.37,0.666666666666667,0.03563
"GO:0072393","microtubule anchoring at microtubule org...",3,2,0.37,0.666666666666667,0.03563
"GO:0072344","rescue of stalled ribosome",3,2,0.37,0.666666666666667,0.03563
"GO:0019388","galactose catabolic process",3,2,0.37,0.666666666666667,0.03563
"GO:1903326","regulation of tRNA metabolic process",3,2,0.37,0.666666666666667,0.03563
"GO:0031468","nuclear envelope reassembly",3,2,0.37,0.666666666666667,0.03563
"GO:0070827","chromatin maintenance",3,2,0.37,0.666666666666667,0.03563
"GO:0007529","establishment of synaptic specificity at...",3,2,0.37,0.666666666666667,0.03563
"GO:0046602","regulation of mitotic centrosome separat...",3,2,0.37,0.666666666666667,0.03563
"GO:0005979","regulation of glycogen biosynthetic proc...",3,2,0.37,0.666666666666667,0.03563
"GO:0106035","protein maturation by [4Fe-4S] cluster t...",3,2,0.37,0.666666666666667,0.03563
"GO:0002115","store-operated calcium entry",3,2,0.37,0.666666666666667,0.03563
"GO:0008654","phospholipid biosynthetic process",67,13,8.37,0.194029850746269,0.03567
"GO:0019236","response to pheromone",7,3,0.87,0.428571428571429,0.03581
"GO:0048664","neuron fate determination",7,3,0.87,0.428571428571429,0.03581
"GO:0034453","microtubule anchoring",7,3,0.87,0.428571428571429,0.03581
"GO:0070979","protein K11-linked ubiquitination",7,3,0.87,0.428571428571429,0.03581
"GO:0045313","rhabdomere membrane biogenesis",7,3,0.87,0.428571428571429,0.03581
"GO:0046365","monosaccharide catabolic process",7,3,0.87,0.428571428571429,0.03581
"GO:0016330","second mitotic wave involved in compound...",7,3,0.87,0.428571428571429,0.03581
"GO:0014866","skeletal myofibril assembly",7,3,0.87,0.428571428571429,0.03581
"GO:0006801","superoxide metabolic process",7,3,0.87,0.428571428571429,0.03581
"GO:0046835","carbohydrate phosphorylation",7,3,0.87,0.428571428571429,0.03581
"GO:0010171","body morphogenesis",7,3,0.87,0.428571428571429,0.03581
"GO:0007516","hemocyte development",7,3,0.87,0.428571428571429,0.03581
"GO:0035210","prepupal development",17,5,2.12,0.294117647058824,0.03583
"GO:0007460","R8 cell fate commitment",17,5,2.12,0.294117647058824,0.03583
"GO:0060795","cell fate commitment involved in formati...",17,5,2.12,0.294117647058824,0.03583
"GO:0007389","pattern specification process",415,59,51.83,0.142168674698795,0.03639
"GO:0099504","synaptic vesicle cycle",102,18,12.74,0.176470588235294,0.03667
"GO:0099003","vesicle-mediated transport in synapse",102,18,12.74,0.176470588235294,0.03667
"GO:0031325","positive regulation of cellular metaboli...",682,92,85.17,0.134897360703812,0.03728
"GO:1902680","positive regulation of RNA biosynthetic ...",337,49,42.09,0.14540059347181,0.03798
"GO:1903508","positive regulation of nucleic acid-temp...",337,49,42.09,0.14540059347181,0.03798
"GO:0045893","positive regulation of transcription, DN...",337,49,42.09,0.14540059347181,0.03798
"GO:0001894","tissue homeostasis",54,15,6.74,0.277777777777778,0.03804
"GO:0099532","synaptic vesicle endosomal processing",12,4,1.5,0.333333333333333,0.03856
"GO:0043113","receptor clustering",12,4,1.5,0.333333333333333,0.03856
"GO:1905819","negative regulation of chromosome separa...",12,4,1.5,0.333333333333333,0.03856
"GO:0007398","ectoderm development",12,4,1.5,0.333333333333333,0.03856
"GO:0007479","leg disc proximal/distal pattern formati...",12,4,1.5,0.333333333333333,0.03856
"GO:0045851","pH reduction",12,4,1.5,0.333333333333333,0.03856
"GO:2001234","negative regulation of apoptotic signali...",12,4,1.5,0.333333333333333,0.03856
"GO:0045839","negative regulation of mitotic nuclear d...",12,4,1.5,0.333333333333333,0.03856
"GO:0051452","intracellular pH reduction",12,4,1.5,0.333333333333333,0.03856
"GO:0006515","protein quality control for misfolded or...",12,4,1.5,0.333333333333333,0.03856
"GO:1902100","negative regulation of metaphase/anaphas...",12,4,1.5,0.333333333333333,0.03856
"GO:0019432","triglyceride biosynthetic process",12,4,1.5,0.333333333333333,0.03856
"GO:0046605","regulation of centrosome cycle",12,4,1.5,0.333333333333333,0.03856
"GO:0008285","negative regulation of cell population p...",68,13,8.49,0.191176470588235,0.03971
"GO:0010563","negative regulation of phosphorus metabo...",75,14,9.37,0.186666666666667,0.0403
"GO:0045936","negative regulation of phosphate metabol...",75,14,9.37,0.186666666666667,0.0403
"GO:0010604","positive regulation of macromolecule met...",660,89,82.42,0.134848484848485,0.04049
"GO:0010557","positive regulation of macromolecule bio...",386,55,48.2,0.142487046632124,0.04084
"GO:0009653","anatomical structure morphogenesis",1186,165,148.11,0.139123102866779,0.04097
"GO:0010631","epithelial cell migration",147,24,18.36,0.163265306122449,0.04108
"GO:0007626","locomotory behavior",155,25,19.36,0.161290322580645,0.04275
"GO:0009950","dorsal/ventral axis specification",62,12,7.74,0.193548387096774,0.04326
"GO:0090132","epithelium migration",148,24,18.48,0.162162162162162,0.04399
"GO:0031023","microtubule organizing center organizati...",69,13,8.62,0.188405797101449,0.04407
"GO:0045935","positive regulation of nucleobase-contai...",372,53,46.46,0.14247311827957,0.04418
"GO:0009891","positive regulation of biosynthetic proc...",420,59,52.45,0.14047619047619,0.0446
"GO:0031328","positive regulation of cellular biosynth...",420,59,52.45,0.14047619047619,0.0446
"GO:0032272","negative regulation of protein polymeriz...",18,5,2.25,0.277777777777778,0.04514
"GO:0035146","tube fusion",18,5,2.25,0.277777777777778,0.04514
"GO:0035147","branch fusion, open tracheal system",18,5,2.25,0.277777777777778,0.04514
"GO:0051453","regulation of intracellular pH",18,5,2.25,0.277777777777778,0.04514
"GO:0006417","regulation of translation",119,20,14.86,0.168067226890756,0.0453
"GO:0051173","positive regulation of nitrogen compound...",623,84,77.8,0.134831460674157,0.04593
"GO:0045930","negative regulation of mitotic cell cycl...",56,11,6.99,0.196428571428571,0.04704
"GO:0010628","positive regulation of gene expression",422,59,52.7,0.139810426540284,0.04826
"GO:0007297","ovarian follicle cell migration",120,20,14.99,0.166666666666667,0.04883
