"GO.ID","Term","Annotated","Significant","Expected","percent.coverage","elim"
"GO:1904062","regulation of cation transmembrane trans...",32,15,9.35,0.46875,0.01111
"GO:0043900","regulation of multi-organism process",86,33,25.12,0.383720930232558,0.01141
"GO:0015985","energy coupled proton transport, down el...",16,9,4.67,0.5625,0.01167
"GO:0015986","ATP synthesis coupled proton transport",16,9,4.67,0.5625,0.01167
"GO:0008152","metabolic process",3927,1112,1146.97,0.283167812579577,0.01169
"GO:0007411","axon guidance",220,74,64.26,0.336363636363636,0.01218
"GO:0040011","locomotion",535,178,156.26,0.332710280373832,0.01226
"GO:0048667","cell morphogenesis involved in neuron di...",360,115,105.15,0.319444444444444,0.01295
"GO:0016333","morphogenesis of follicular epithelium",47,20,13.73,0.425531914893617,0.01318
"GO:0061138","morphogenesis of a branching epithelium",50,21,14.6,0.42,0.01329
"GO:0048856","anatomical structure development",2016,623,588.82,0.309027777777778,0.01361
"GO:0051336","regulation of hydrolase activity",148,52,43.23,0.351351351351351,0.01363
"GO:0009070","serine family amino acid biosynthetic pr...",9,6,2.63,0.666666666666667,0.01395
"GO:0043171","peptide catabolic process",9,6,2.63,0.666666666666667,0.01395
"GO:0002009","morphogenesis of an epithelium",488,166,142.53,0.340163934426229,0.01415
"GO:0043066","negative regulation of apoptotic process",84,32,24.53,0.380952380952381,0.01415
"GO:0006754","ATP biosynthetic process",19,10,5.55,0.526315789473684,0.01425
"GO:0008589","regulation of smoothened signaling pathw...",81,31,23.66,0.382716049382716,0.01451
"GO:0050802","circadian sleep/wake cycle, sleep",30,14,8.76,0.466666666666667,0.01463
"GO:0072375","medium-term memory",14,8,4.09,0.571428571428571,0.01543
"GO:0045938","positive regulation of circadian sleep/w...",14,8,4.09,0.571428571428571,0.01543
"GO:0031338","regulation of vesicle fusion",14,8,4.09,0.571428571428571,0.01543
"GO:0007282","cystoblast division",14,8,4.09,0.571428571428571,0.01543
"GO:0085029","extracellular matrix assembly",14,8,4.09,0.571428571428571,0.01543
"GO:0060537","muscle tissue development",14,8,4.09,0.571428571428571,0.01543
"GO:0098660","inorganic ion transmembrane transport",182,62,53.16,0.340659340659341,0.01554
"GO:0061564","axon development",290,94,84.7,0.324137931034483,0.01558
"GO:1903684","regulation of border follicle cell migra...",36,16,10.51,0.444444444444444,0.01605
"GO:0051241","negative regulation of multicellular org...",169,58,49.36,0.343195266272189,0.01608
"GO:0007277","pole cell development",22,11,6.43,0.5,0.01635
"GO:1904064","positive regulation of cation transmembr...",22,11,6.43,0.5,0.01635
"GO:0046847","filopodium assembly",39,17,11.39,0.435897435897436,0.01649
"GO:0043547","positive regulation of GTPase activity",57,23,16.65,0.403508771929825,0.01682
"GO:0045879","negative regulation of smoothened signal...",45,19,13.14,0.422222222222222,0.01697
"GO:0010830","regulation of myotube differentiation",7,5,2.04,0.714285714285714,0.01719
"GO:0042982","amyloid precursor protein metabolic proc...",7,5,2.04,0.714285714285714,0.01719
"GO:0060142","regulation of syncytium formation by pla...",7,5,2.04,0.714285714285714,0.01719
"GO:0072697","protein localization to cell cortex",7,5,2.04,0.714285714285714,0.01719
"GO:0009148","pyrimidine nucleoside triphosphate biosy...",7,5,2.04,0.714285714285714,0.01719
"GO:0090140","regulation of mitochondrial fission",7,5,2.04,0.714285714285714,0.01719
"GO:1901739","regulation of myoblast fusion",7,5,2.04,0.714285714285714,0.01719
"GO:0007517","muscle organ development",79,30,23.07,0.379746835443038,0.018
"GO:0098662","inorganic cation transmembrane transport",160,55,46.73,0.34375,0.01811
"GO:0050890","cognition",137,48,40.01,0.35036496350365,0.01825
"GO:0007409","axonogenesis",278,90,81.2,0.323741007194245,0.01828
"GO:0015672","monovalent inorganic cation transport",124,44,36.22,0.354838709677419,0.01843
"GO:0000209","protein polyubiquitination",76,29,22.2,0.381578947368421,0.01848
"GO:0007281","germ cell development",553,169,161.52,0.305605786618445,0.01865
"GO:2001270","regulation of cysteine-type endopeptidas...",3,3,0.88,1,0.01899
"GO:0051155","positive regulation of striated muscle c...",3,3,0.88,1,0.01899
"GO:0051149","positive regulation of muscle cell diffe...",3,3,0.88,1,0.01899
"GO:0048621","post-embryonic digestive tract morphogen...",3,3,0.88,1,0.01899
"GO:0007278","pole cell fate determination",3,3,0.88,1,0.01899
"GO:0051283","negative regulation of sequestering of c...",3,3,0.88,1,0.01899
"GO:1903798","regulation of production of miRNAs invol...",3,3,0.88,1,0.01899
"GO:0030046","parallel actin filament bundle assembly",3,3,0.88,1,0.01899
"GO:0042249","establishment of planar polarity of embr...",3,3,0.88,1,0.01899
"GO:0002814","negative regulation of biosynthetic proc...",3,3,0.88,1,0.01899
"GO:0097753","membrane bending",3,3,0.88,1,0.01899
"GO:0010766","negative regulation of sodium ion transp...",3,3,0.88,1,0.01899
"GO:0005980","glycogen catabolic process",17,9,4.97,0.529411764705882,0.019
"GO:0007475","apposition of dorsal and ventral imagina...",17,9,4.97,0.529411764705882,0.019
"GO:0044247","cellular polysaccharide catabolic proces...",17,9,4.97,0.529411764705882,0.019
"GO:0000272","polysaccharide catabolic process",17,9,4.97,0.529411764705882,0.019
"GO:0009251","glucan catabolic process",17,9,4.97,0.529411764705882,0.019
"GO:0050794","regulation of cellular process",2679,807,782.46,0.301231802911534,0.01905
"GO:0042594","response to starvation",121,43,35.34,0.355371900826446,0.01913
"GO:2000241","regulation of reproductive process",89,33,25.99,0.370786516853933,0.01974
"GO:2000649","regulation of sodium ion transmembrane t...",5,4,1.46,0.8,0.01991
"GO:0008335","female germline ring canal stabilization",5,4,1.46,0.8,0.01991
"GO:0001678","cellular glucose homeostasis",5,4,1.46,0.8,0.01991
"GO:0006071","glycerol metabolic process",5,4,1.46,0.8,0.01991
"GO:0046036","CTP metabolic process",5,4,1.46,0.8,0.01991
"GO:0007216","G protein-coupled glutamate receptor sig...",5,4,1.46,0.8,0.01991
"GO:1902305","regulation of sodium ion transmembrane t...",5,4,1.46,0.8,0.01991
"GO:0071689","muscle thin filament assembly",5,4,1.46,0.8,0.01991
"GO:0006241","CTP biosynthetic process",5,4,1.46,0.8,0.01991
"GO:0006751","glutathione catabolic process",5,4,1.46,0.8,0.01991
"GO:0010032","meiotic chromosome condensation",5,4,1.46,0.8,0.01991
"GO:0031646","positive regulation of nervous system pr...",5,4,1.46,0.8,0.01991
"GO:0006563","L-serine metabolic process",5,4,1.46,0.8,0.01991
"GO:0042776","mitochondrial ATP synthesis coupled prot...",5,4,1.46,0.8,0.01991
"GO:0036058","filtration diaphragm assembly",5,4,1.46,0.8,0.01991
"GO:0048087","positive regulation of developmental pig...",5,4,1.46,0.8,0.01991
"GO:0009791","post-embryonic development",519,174,151.59,0.335260115606936,0.01993
"GO:0007310","oocyte dorsal/ventral axis specification",31,14,9.05,0.451612903225806,0.02026
"GO:0048800","antennal morphogenesis",12,7,3.5,0.583333333333333,0.02043
"GO:0002701","negative regulation of production of mol...",12,7,3.5,0.583333333333333,0.02043
"GO:0002698","negative regulation of immune effector p...",12,7,3.5,0.583333333333333,0.02043
"GO:0016203","muscle attachment",34,15,9.93,0.441176470588235,0.02096
"GO:0060538","skeletal muscle organ development",34,15,9.93,0.441176470588235,0.02096
"GO:0022410","circadian sleep/wake cycle process",34,15,9.93,0.441176470588235,0.02096
"GO:0070192","chromosome organization involved in meio...",34,15,9.93,0.441176470588235,0.02096
"GO:1901137","carbohydrate derivative biosynthetic pro...",225,74,65.72,0.328888888888889,0.0211
"GO:0031323","regulation of cellular metabolic process",1480,434,432.27,0.293243243243243,0.0212
"GO:0007173","epidermal growth factor receptor signali...",55,22,16.06,0.4,0.02132
"GO:0038127","ERBB signaling pathway",55,22,16.06,0.4,0.02132
"GO:0051239","regulation of multicellular organismal p...",633,191,184.88,0.30173775671406,0.02153
"GO:0030856","regulation of epithelial cell differenti...",40,17,11.68,0.425,0.02172
"GO:0048754","branching morphogenesis of an epithelial...",49,20,14.31,0.408163265306122,0.02176
"GO:0060446","branching involved in open tracheal syst...",49,20,14.31,0.408163265306122,0.02176
"GO:0033627","cell adhesion mediated by integrin",20,10,5.84,0.5,0.0218
"GO:0070647","protein modification by small protein co...",241,83,70.39,0.344398340248963,0.02189
"GO:0098655","cation transmembrane transport",175,59,51.11,0.337142857142857,0.0223
"GO:0051345","positive regulation of hydrolase activit...",93,34,27.16,0.365591397849462,0.02262
"GO:0051093","negative regulation of developmental pro...",182,61,53.16,0.335164835164835,0.0231
"GO:0043069","negative regulation of programmed cell d...",90,33,26.29,0.366666666666667,0.0234
"GO:0050793","regulation of developmental process",633,195,184.88,0.308056872037915,0.02343
"GO:0034767","positive regulation of ion transmembrane...",23,11,6.72,0.478260869565217,0.02393
"GO:0007224","smoothened signaling pathway",87,32,25.41,0.367816091954023,0.02419
"GO:0010033","response to organic substance",413,128,120.63,0.309927360774818,0.02468
"GO:0007611","learning or memory",136,47,39.72,0.345588235294118,0.0249
"GO:0048522","positive regulation of cellular process",1259,382,367.72,0.303415409054805,0.02517
"GO:0070509","calcium ion import",15,8,4.38,0.533333333333333,0.02544
"GO:0007279","pole cell formation",15,8,4.38,0.533333333333333,0.02544
"GO:0007297","ovarian follicle cell migration",120,42,35.05,0.35,0.02648
"GO:0003008","system process",379,123,110.7,0.324538258575198,0.02679
"GO:0009886","post-embryonic animal morphogenesis",385,134,112.45,0.348051948051948,0.02686
"GO:1903053","regulation of extracellular matrix organ...",10,6,2.92,0.6,0.02707
"GO:0070936","protein K48-linked ubiquitination",10,6,2.92,0.6,0.02707
"GO:0007215","glutamate receptor signaling pathway",10,6,2.92,0.6,0.02707
"GO:0035088","establishment or maintenance of apical/b...",32,14,9.35,0.4375,0.02739
"GO:0061245","establishment or maintenance of bipolar ...",32,14,9.35,0.4375,0.02739
"GO:0045471","response to ethanol",50,20,14.6,0.4,0.02741
"GO:1903688","positive regulation of border follicle c...",35,15,10.22,0.428571428571429,0.02785
"GO:0031032","actomyosin structure organization",88,37,25.7,0.420454545454545,0.02803
"GO:0022412","cellular process involved in reproductio...",648,194,189.26,0.299382716049383,0.02803
"GO:0030858","positive regulation of epithelial cell d...",38,16,11.1,0.421052631578947,0.02808
"GO:0048149","behavioral response to ethanol",38,16,11.1,0.421052631578947,0.02808
"GO:0035331","negative regulation of hippo signaling",38,16,11.1,0.421052631578947,0.02808
"GO:0048729","tissue morphogenesis",502,168,146.62,0.334661354581673,0.02837
"GO:0006091","generation of precursor metabolites and ...",147,50,42.93,0.340136054421769,0.02849
"GO:1903522","regulation of blood circulation",18,9,5.26,0.5,0.02917
"GO:0008016","regulation of heart contraction",18,9,5.26,0.5,0.02917
"GO:0045596","negative regulation of cell differentiat...",98,35,28.62,0.357142857142857,0.02996
"GO:0019748","secondary metabolic process",66,25,19.28,0.378787878787879,0.03009
"GO:0042335","cuticle development",108,38,31.54,0.351851851851852,0.03096
"GO:0009266","response to temperature stimulus",79,29,23.07,0.367088607594937,0.0317
"GO:0007338","single fertilization",21,10,6.13,0.476190476190476,0.03187
"GO:0033674","positive regulation of kinase activity",57,22,16.65,0.385964912280702,0.03259
"GO:0044093","positive regulation of molecular functio...",214,78,62.5,0.364485981308411,0.03293
"GO:0030029","actin filament-based process",270,93,78.86,0.344444444444444,0.03371
"GO:0009566","fertilization",24,11,7.01,0.458333333333333,0.03377
"GO:0034764","positive regulation of transmembrane tra...",24,11,7.01,0.458333333333333,0.03377
"GO:0034643","establishment of mitochondrion localizat...",13,7,3.8,0.538461538461538,0.03422
"GO:0035065","regulation of histone acetylation",13,7,3.8,0.538461538461538,0.03422
"GO:1901983","regulation of protein acetylation",13,7,3.8,0.538461538461538,0.03422
"GO:0047497","mitochondrion transport along microtubul...",13,7,3.8,0.538461538461538,0.03422
"GO:0051654","establishment of mitochondrion localizat...",13,7,3.8,0.538461538461538,0.03422
"GO:2000756","regulation of peptidyl-lysine acetylatio...",13,7,3.8,0.538461538461538,0.03422
"GO:0007309","oocyte axis specification",99,35,28.92,0.353535353535354,0.0348
"GO:0050877","nervous system process",306,96,89.37,0.313725490196078,0.03502
"GO:0016334","establishment or maintenance of polarity...",27,12,7.89,0.444444444444444,0.03503
"GO:0071902","positive regulation of protein serine/th...",27,12,7.89,0.444444444444444,0.03503
"GO:0045187","regulation of circadian sleep/wake cycle...",27,12,7.89,0.444444444444444,0.03503
"GO:0007298","border follicle cell migration",109,38,31.84,0.348623853211009,0.03566
"GO:0030048","actin filament-based movement",30,13,8.76,0.433333333333333,0.0358
"GO:0016578","histone deubiquitination",8,5,2.34,0.625,0.03582
"GO:0060402","calcium ion transport into cytosol",8,5,2.34,0.625,0.03582
"GO:0008637","apoptotic mitochondrial changes",8,5,2.34,0.625,0.03582
"GO:0035542","regulation of SNARE complex assembly",8,5,2.34,0.625,0.03582
"GO:0014068","positive regulation of phosphatidylinosi...",8,5,2.34,0.625,0.03582
"GO:0032924","activin receptor signaling pathway",8,5,2.34,0.625,0.03582
"GO:1902117","positive regulation of organelle assembl...",8,5,2.34,0.625,0.03582
"GO:0009749","response to glucose",8,5,2.34,0.625,0.03582
"GO:0030382","sperm mitochondrion organization",8,5,2.34,0.625,0.03582
"GO:0006928","movement of cell or subcellular componen...",571,190,166.77,0.332749562171629,0.03592
"GO:0031324","negative regulation of cellular metaboli...",510,154,148.96,0.301960784313725,0.03598
"GO:0070585","protein localization to mitochondrion",39,16,11.39,0.41025641025641,0.03614
"GO:0008586","imaginal disc-derived wing vein morphoge...",39,16,11.39,0.41025641025641,0.03614
"GO:0072655","establishment of protein localization to...",39,16,11.39,0.41025641025641,0.03614
"GO:0007613","memory",96,34,28.04,0.354166666666667,0.03618
"GO:0051489","regulation of filopodium assembly",33,14,9.64,0.424242424242424,0.03619
"GO:0010634","positive regulation of epithelial cell m...",36,15,10.51,0.416666666666667,0.03628
"GO:0097435","supramolecular fiber organization",234,75,68.35,0.320512820512821,0.03661
"GO:0009887","animal organ morphogenesis",607,197,177.29,0.324546952224053,0.03662
"GO:1905879","regulation of oogenesis",61,23,17.82,0.377049180327869,0.0385
"GO:0010506","regulation of autophagy",103,36,30.08,0.349514563106796,0.03863
"GO:0019222","regulation of metabolic process",1631,471,476.37,0.288779889638259,0.03873
"GO:0097305","response to alcohol",90,32,26.29,0.355555555555556,0.03909
"GO:0006026","aminoglycan catabolic process",16,8,4.67,0.5,0.03922
"GO:0030431","sleep",58,22,16.94,0.379310344827586,0.03966
"GO:0009893","positive regulation of metabolic process",743,223,217.01,0.300134589502019,0.03996
"GO:0048646","anatomical structure formation involved ...",407,130,118.87,0.319410319410319,0.04
"GO:0072522","purine-containing compound biosynthetic ...",74,27,21.61,0.364864864864865,0.04022
"GO:0010769","regulation of cell morphogenesis involve...",87,31,25.41,0.35632183908046,0.04063
"GO:0070646","protein modification by small protein re...",55,21,16.06,0.381818181818182,0.0408
"GO:1901700","response to oxygen-containing compound",270,85,78.86,0.314814814814815,0.04183
"GO:0008587","imaginal disc-derived wing margin morpho...",52,20,15.19,0.384615384615385,0.04191
"GO:2000243","positive regulation of reproductive proc...",52,20,15.19,0.384615384615385,0.04191
"GO:0090287","regulation of cellular response to growt...",52,20,15.19,0.384615384615385,0.04191
"GO:0035239","tube morphogenesis",421,147,122.96,0.34916864608076,0.04204
"GO:0071704","organic substance metabolic process",3724,1045,1087.68,0.280612244897959,0.04231
"GO:0043412","macromolecule modification",1095,338,319.82,0.308675799086758,0.04254
"GO:0060260","regulation of transcription initiation f...",19,9,5.55,0.473684210526316,0.04261
"GO:0043281","regulation of cysteine-type endopeptidas...",19,9,5.55,0.473684210526316,0.04261
"GO:0006749","glutathione metabolic process",19,9,5.55,0.473684210526316,0.04261
"GO:2000142","regulation of DNA-templated transcriptio...",19,9,5.55,0.473684210526316,0.04261
"GO:0043901","negative regulation of multi-organism pr...",19,9,5.55,0.473684210526316,0.04261
"GO:0036211","protein modification process",1004,313,293.24,0.311752988047809,0.04317
"GO:0006464","cellular protein modification process",1004,313,293.24,0.311752988047809,0.04317
"GO:2001141","regulation of RNA biosynthetic process",807,236,235.7,0.292441140024783,0.04425
"GO:0006355","regulation of transcription, DNA-templat...",807,236,235.7,0.292441140024783,0.04425
"GO:1903506","regulation of nucleic acid-templated tra...",807,236,235.7,0.292441140024783,0.04425
"GO:2000647","negative regulation of stem cell prolife...",22,10,6.43,0.454545454545455,0.04481
"GO:0048134","germ-line cyst formation",22,10,6.43,0.454545454545455,0.04481
"GO:0009888","tissue development",825,261,240.96,0.316363636363636,0.04491
"GO:0006582","melanin metabolic process",43,17,12.56,0.395348837209302,0.04493
"GO:0007169","transmembrane receptor protein tyrosine ...",178,58,51.99,0.325842696629214,0.045
"GO:0060429","epithelium development",771,246,225.19,0.319066147859922,0.04551
"GO:0007293","germarium-derived egg chamber formation",78,28,22.78,0.358974358974359,0.04559
"GO:0042745","circadian sleep/wake cycle",40,16,11.68,0.4,0.04575
"GO:0007430","terminal branching, open tracheal system",25,11,7.3,0.44,0.04615
"GO:0007616","long-term memory",62,23,18.11,0.370967741935484,0.04623
"GO:0031440","regulation of mRNA 3'-end processing",11,6,3.21,0.545454545454545,0.04631
"GO:0000266","mitochondrial fission",11,6,3.21,0.545454545454545,0.04631
"GO:0002028","regulation of sodium ion transport",11,6,3.21,0.545454545454545,0.04631
"GO:0046348","amino sugar catabolic process",11,6,3.21,0.545454545454545,0.04631
"GO:0043268","positive regulation of potassium ion tra...",11,6,3.21,0.545454545454545,0.04631
"GO:1901072","glucosamine-containing compound cataboli...",11,6,3.21,0.545454545454545,0.04631
"GO:1901381","positive regulation of potassium ion tra...",11,6,3.21,0.545454545454545,0.04631
"GO:0002812","biosynthetic process of antibacterial pe...",11,6,3.21,0.545454545454545,0.04631
"GO:0002813","regulation of biosynthetic process of an...",11,6,3.21,0.545454545454545,0.04631
"GO:0044237","cellular metabolic process",3686,1039,1076.58,0.281877373846989,0.04636
"GO:0022604","regulation of cell morphogenesis",131,44,38.26,0.33587786259542,0.04657
"GO:0030534","adult behavior",121,41,35.34,0.338842975206612,0.04676
"GO:0090630","activation of GTPase activity",28,12,8.18,0.428571428571429,0.04683
"GO:0044042","glucan metabolic process",31,13,9.05,0.419354838709677,0.04702
"GO:0005977","glycogen metabolic process",31,13,9.05,0.419354838709677,0.04702
"GO:0006073","cellular glucan metabolic process",31,13,9.05,0.419354838709677,0.04702
"GO:0006383","transcription by RNA polymerase III",31,13,9.05,0.419354838709677,0.04702
"GO:0006112","energy reserve metabolic process",31,13,9.05,0.419354838709677,0.04702
"GO:0097553","calcium ion transmembrane import into cy...",6,4,1.75,0.666666666666667,0.04715
"GO:0040020","regulation of meiotic nuclear division",6,4,1.75,0.666666666666667,0.04715
"GO:0019400","alditol metabolic process",6,4,1.75,0.666666666666667,0.04715
"GO:0048644","muscle organ morphogenesis",6,4,1.75,0.666666666666667,0.04715
"GO:0051560","mitochondrial calcium ion homeostasis",6,4,1.75,0.666666666666667,0.04715
"GO:0009208","pyrimidine ribonucleoside triphosphate m...",6,4,1.75,0.666666666666667,0.04715
"GO:0009209","pyrimidine ribonucleoside triphosphate b...",6,4,1.75,0.666666666666667,0.04715
"GO:0006622","protein targeting to lysosome",6,4,1.75,0.666666666666667,0.04715
"GO:0046671","negative regulation of retinal cell prog...",6,4,1.75,0.666666666666667,0.04715
"GO:0046673","negative regulation of compound eye reti...",6,4,1.75,0.666666666666667,0.04715
"GO:0090141","positive regulation of mitochondrial fis...",6,4,1.75,0.666666666666667,0.04715
"GO:0090224","regulation of spindle organization",6,4,1.75,0.666666666666667,0.04715
"GO:2000574","regulation of microtubule motor activity",6,4,1.75,0.666666666666667,0.04715
"GO:0016236","macroautophagy",88,31,25.7,0.352272727272727,0.0472
"GO:0030865","cortical cytoskeleton organization",59,22,17.23,0.372881355932203,0.0478
"GO:0050896","response to stimulus",1977,603,577.43,0.305007587253414,0.04783
"GO:0030111","regulation of Wnt signaling pathway",85,30,24.83,0.352941176470588,0.04913
"GO:0042752","regulation of circadian rhythm",73,31,21.32,0.424657534246575,0.04937
"GO:0051172","negative regulation of nitrogen compound...",462,139,134.94,0.300865800865801,0.04977
