"GO.ID","Term","Annotated","Significant","Expected","percent.coverage","elim"
"GO:0014706","striated muscle tissue development",12,4,1.18,0.333333333333333,0.01734
"GO:0051716","cellular response to stimulus",1445,153,142.5,0.105882352941176,0.01799
"GO:0001510","RNA methylation",46,9,4.54,0.195652173913043,0.01849
"GO:0007422","peripheral nervous system development",46,9,4.54,0.195652173913043,0.01849
"GO:0048737","imaginal disc-derived appendage developm...",284,36,28.01,0.126760563380282,0.01854
"GO:0051049","regulation of transport",261,36,25.74,0.137931034482759,0.01865
"GO:0019732","antifungal humoral response",7,3,0.69,0.428571428571429,0.01879
"GO:0002781","antifungal peptide production",7,3,0.69,0.428571428571429,0.01879
"GO:0002788","regulation of antifungal peptide product...",7,3,0.69,0.428571428571429,0.01879
"GO:0032012","regulation of ARF protein signal transdu...",7,3,0.69,0.428571428571429,0.01879
"GO:0030859","polarized epithelial cell differentiatio...",7,3,0.69,0.428571428571429,0.01879
"GO:0032501","multicellular organismal process",2352,265,231.94,0.112670068027211,0.01924
"GO:0060562","epithelial tube morphogenesis",385,51,37.97,0.132467532467532,0.01934
"GO:0008586","imaginal disc-derived wing vein morphoge...",39,8,3.85,0.205128205128205,0.01964
"GO:0007274","neuromuscular synaptic transmission",70,12,6.9,0.171428571428571,0.01976
"GO:0010669","epithelial structure maintenance",25,6,2.47,0.24,0.01996
"GO:0006360","transcription by RNA polymerase I",25,6,2.47,0.24,0.01996
"GO:0007430","terminal branching, open tracheal system",25,6,2.47,0.24,0.01996
"GO:1904062","regulation of cation transmembrane trans...",32,7,3.16,0.21875,0.02029
"GO:0051306","mitotic sister chromatid separation",32,7,3.16,0.21875,0.02029
"GO:0010628","positive regulation of gene expression",422,50,41.62,0.118483412322275,0.02088
"GO:0010769","regulation of cell morphogenesis involve...",87,14,8.58,0.160919540229885,0.02089
"GO:0031323","regulation of cellular metabolic process",1480,160,145.95,0.108108108108108,0.02132
"GO:0035239","tube morphogenesis",421,57,41.52,0.135391923990499,0.02144
"GO:0048736","appendage development",287,36,28.3,0.125435540069686,0.02149
"GO:0048583","regulation of response to stimulus",776,85,76.53,0.109536082474227,0.0219
"GO:0060429","epithelium development",771,94,76.03,0.121919584954604,0.02191
"GO:0051823","regulation of synapse structural plastic...",3,2,0.3,0.666666666666667,0.02241
"GO:0035080","heat shock-mediated polytene chromosome ...",3,2,0.3,0.666666666666667,0.02241
"GO:0042249","establishment of planar polarity of embr...",3,2,0.3,0.666666666666667,0.02241
"GO:2001021","negative regulation of response to DNA d...",3,2,0.3,0.666666666666667,0.02241
"GO:2001023","regulation of response to drug",3,2,0.3,0.666666666666667,0.02241
"GO:0016048","detection of temperature stimulus",3,2,0.3,0.666666666666667,0.02241
"GO:0050961","detection of temperature stimulus involv...",3,2,0.3,0.666666666666667,0.02241
"GO:0050965","detection of temperature stimulus involv...",3,2,0.3,0.666666666666667,0.02241
"GO:0050951","sensory perception of temperature stimul...",3,2,0.3,0.666666666666667,0.02241
"GO:0050912","detection of chemical stimulus involved ...",3,2,0.3,0.666666666666667,0.02241
"GO:0097039","protein linear polyubiquitination",3,2,0.3,0.666666666666667,0.02241
"GO:0035306","positive regulation of dephosphorylation",3,2,0.3,0.666666666666667,0.02241
"GO:0035307","positive regulation of protein dephospho...",3,2,0.3,0.666666666666667,0.02241
"GO:0035298","regulation of Malpighian tubule size",3,2,0.3,0.666666666666667,0.02241
"GO:1990261","pre-mRNA catabolic process",3,2,0.3,0.666666666666667,0.02241
"GO:2000826","regulation of heart morphogenesis",3,2,0.3,0.666666666666667,0.02241
"GO:0002092","positive regulation of receptor internal...",3,2,0.3,0.666666666666667,0.02241
"GO:0032014","positive regulation of ARF protein signa...",3,2,0.3,0.666666666666667,0.02241
"GO:0051257","meiotic spindle midzone assembly",3,2,0.3,0.666666666666667,0.02241
"GO:0062149","detection of stimulus involved in sensor...",3,2,0.3,0.666666666666667,0.02241
"GO:0106036","assembly of apicomedial cortex actomyosi...",3,2,0.3,0.666666666666667,0.02241
"GO:1902742","apoptotic process involved in developmen...",19,5,1.87,0.263157894736842,0.02246
"GO:0022604","regulation of cell morphogenesis",131,19,12.92,0.145038167938931,0.02263
"GO:0035065","regulation of histone acetylation",13,4,1.28,0.307692307692308,0.02331
"GO:1901983","regulation of protein acetylation",13,4,1.28,0.307692307692308,0.02331
"GO:2000756","regulation of peptidyl-lysine acetylatio...",13,4,1.28,0.307692307692308,0.02331
"GO:0090303","positive regulation of wound healing",13,4,1.28,0.307692307692308,0.02331
"GO:1990542","mitochondrial transmembrane transport",48,9,4.73,0.1875,0.02402
"GO:0098781","ncRNA transcription",26,6,2.56,0.230769230769231,0.02406
"GO:0040012","regulation of locomotion",106,16,10.45,0.150943396226415,0.02482
"GO:0019222","regulation of metabolic process",1631,173,160.84,0.106069895769467,0.02636
"GO:0002165","instar larval or pupal development",458,53,45.17,0.115720524017467,0.02664
"GO:0048729","tissue morphogenesis",502,62,49.51,0.123505976095618,0.02702
"GO:0035295","tube development",592,77,58.38,0.130067567567568,0.02739
"GO:0080134","regulation of response to stress",235,30,23.17,0.127659574468085,0.02746
"GO:0045807","positive regulation of endocytosis",34,7,3.35,0.205882352941176,0.02778
"GO:0035023","regulation of Rho protein signal transdu...",20,5,1.97,0.25,0.02781
"GO:0070252","actin-mediated cell contraction",20,5,1.97,0.25,0.02781
"GO:0072595","maintenance of protein localization in o...",8,3,0.79,0.375,0.0281
"GO:0006448","regulation of translational elongation",8,3,0.79,0.375,0.0281
"GO:1900150","regulation of defense response to fungus",8,3,0.79,0.375,0.0281
"GO:0007229","integrin-mediated signaling pathway",8,3,0.79,0.375,0.0281
"GO:0032011","ARF protein signal transduction",8,3,0.79,0.375,0.0281
"GO:0048738","cardiac muscle tissue development",8,3,0.79,0.375,0.0281
"GO:0031325","positive regulation of cellular metaboli...",682,75,67.26,0.109970674486804,0.02825
"GO:0010468","regulation of gene expression",1139,125,112.32,0.109745390693591,0.02895
"GO:0051270","regulation of cellular component movemen...",108,16,10.65,0.148148148148148,0.02905
"GO:0006928","movement of cell or subcellular componen...",571,64,56.31,0.112084063047285,0.02912
"GO:0051171","regulation of nitrogen compound metaboli...",1365,146,134.61,0.106959706959707,0.02965
"GO:1905881","positive regulation of oogenesis",42,8,4.14,0.19047619047619,0.02979
"GO:0035304","regulation of protein dephosphorylation",14,4,1.38,0.285714285714286,0.03039
"GO:0060537","muscle tissue development",14,4,1.38,0.285714285714286,0.03039
"GO:0008594","photoreceptor cell morphogenesis",14,4,1.38,0.285714285714286,0.03039
"GO:0007476","imaginal disc-derived wing morphogenesis",237,30,23.37,0.126582278481013,0.0304
"GO:0060255","regulation of macromolecule metabolic pr...",1496,160,147.53,0.106951871657754,0.03058
"GO:0010720","positive regulation of cell development",156,23,15.38,0.147435897435897,0.03086
"GO:0009987","cellular process",5565,524,548.8,0.0941599281221923,0.03216
"GO:0051056","regulation of small GTPase mediated sign...",75,12,7.4,0.16,0.03236
"GO:0050829","defense response to Gram-negative bacter...",75,12,7.4,0.16,0.03236
"GO:0045664","regulation of neuron differentiation",173,23,17.06,0.132947976878613,0.03308
"GO:0007399","nervous system development",925,107,91.22,0.115675675675676,0.0334
"GO:0008654","phospholipid biosynthetic process",67,11,6.61,0.164179104477612,0.03341
"GO:0002009","morphogenesis of an epithelium",488,60,48.12,0.122950819672131,0.03376
"GO:0019722","calcium-mediated signaling",21,5,2.07,0.238095238095238,0.03391
"GO:0050907","detection of chemical stimulus involved ...",21,5,2.07,0.238095238095238,0.03391
"GO:0051205","protein insertion into membrane",21,5,2.07,0.238095238095238,0.03391
"GO:0032411","positive regulation of transporter activ...",21,5,2.07,0.238095238095238,0.03391
"GO:0032414","positive regulation of ion transmembrane...",21,5,2.07,0.238095238095238,0.03391
"GO:0048731","system development",1426,168,140.63,0.11781206171108,0.03395
"GO:0000902","cell morphogenesis",470,61,46.35,0.129787234042553,0.03422
"GO:0019219","regulation of nucleobase-containing comp...",948,100,93.49,0.105485232067511,0.03424
"GO:0002164","larval development",137,19,13.51,0.138686131386861,0.03427
"GO:0031326","regulation of cellular biosynthetic proc...",987,110,97.33,0.11144883485309,0.03476
"GO:0010557","positive regulation of macromolecule bio...",386,45,38.07,0.116580310880829,0.03516
"GO:0042330","taxis",279,34,27.51,0.121863799283154,0.03621
"GO:0042742","defense response to bacterium",138,19,13.61,0.13768115942029,0.03658
"GO:0072657","protein localization to membrane",138,19,13.61,0.13768115942029,0.03658
"GO:0007265","Ras protein signal transduction",120,17,11.83,0.141666666666667,0.03662
"GO:0034250","positive regulation of cellular amide me...",60,10,5.92,0.166666666666667,0.03784
"GO:0007480","imaginal disc-derived leg morphogenesis",60,10,5.92,0.166666666666667,0.03784
"GO:0031349","positive regulation of defense response",60,10,5.92,0.166666666666667,0.03784
"GO:0009855","determination of bilateral symmetry",15,4,1.48,0.266666666666667,0.0386
"GO:2000377","regulation of reactive oxygen species me...",15,4,1.48,0.266666666666667,0.0386
"GO:0061041","regulation of wound healing",15,4,1.48,0.266666666666667,0.0386
"GO:0007370","ventral furrow formation",15,4,1.48,0.266666666666667,0.0386
"GO:2001259","positive regulation of cation channel ac...",15,4,1.48,0.266666666666667,0.0386
"GO:0007279","pole cell formation",15,4,1.48,0.266666666666667,0.0386
"GO:0031167","rRNA methylation",15,4,1.48,0.266666666666667,0.0386
"GO:0009799","specification of symmetry",15,4,1.48,0.266666666666667,0.0386
"GO:0050807","regulation of synapse organization",148,20,14.6,0.135135135135135,0.03867
"GO:0034329","cell junction assembly",204,26,20.12,0.127450980392157,0.03894
"GO:0051153","regulation of striated muscle cell diffe...",11,5,1.08,0.454545454545455,0.03909
"GO:0045039","protein insertion into mitochondrial inn...",9,3,0.89,0.333333333333333,0.03942
"GO:0030536","larval feeding behavior",9,3,0.89,0.333333333333333,0.03942
"GO:0045477","regulation of nurse cell apoptotic proce...",9,3,0.89,0.333333333333333,0.03942
"GO:0048934","peripheral nervous system neuron differe...",9,3,0.89,0.333333333333333,0.03942
"GO:0048935","peripheral nervous system neuron develop...",9,3,0.89,0.333333333333333,0.03942
"GO:0043652","engulfment of apoptotic cell",9,3,0.89,0.333333333333333,0.03942
"GO:0050764","regulation of phagocytosis",9,3,0.89,0.333333333333333,0.03942
"GO:0007509","mesoderm migration involved in gastrulat...",9,3,0.89,0.333333333333333,0.03942
"GO:0009889","regulation of biosynthetic process",992,110,97.83,0.110887096774194,0.03949
"GO:0032409","regulation of transporter activity",29,6,2.86,0.206896551724138,0.03957
"GO:0043270","positive regulation of ion transport",29,6,2.86,0.206896551724138,0.03957
"GO:0022898","regulation of transmembrane transporter ...",29,6,2.86,0.206896551724138,0.03957
"GO:0032412","regulation of ion transmembrane transpor...",29,6,2.86,0.206896551724138,0.03957
"GO:0006357","regulation of transcription by RNA polym...",591,65,58.28,0.109983079526227,0.03968
"GO:0007498","mesoderm development",69,11,6.8,0.159420289855072,0.0404
"GO:0046578","regulation of Ras protein signal transdu...",69,11,6.8,0.159420289855072,0.0404
"GO:0007277","pole cell development",22,5,2.17,0.227272727272727,0.04078
"GO:2000647","negative regulation of stem cell prolife...",22,5,2.17,0.227272727272727,0.04078
"GO:0048134","germ-line cyst formation",22,5,2.17,0.227272727272727,0.04078
"GO:0051173","positive regulation of nitrogen compound...",623,68,61.44,0.109149277688604,0.04124
"GO:0050770","regulation of axonogenesis",61,10,6.02,0.163934426229508,0.04181
"GO:0006935","chemotaxis",234,29,23.08,0.123931623931624,0.04185
"GO:0045048","protein insertion into ER membrane",4,2,0.39,0.5,0.04218
"GO:0001817","regulation of cytokine production",4,2,0.39,0.5,0.04218
"GO:0009642","response to light intensity",4,2,0.39,0.5,0.04218
"GO:0007000","nucleolus organization",4,2,0.39,0.5,0.04218
"GO:2000252","negative regulation of feeding behavior",4,2,0.39,0.5,0.04218
"GO:2000289","regulation of photoreceptor cell axon gu...",4,2,0.39,0.5,0.04218
"GO:0051014","actin filament severing",4,2,0.39,0.5,0.04218
"GO:0033615","mitochondrial proton-transporting ATP sy...",4,2,0.39,0.5,0.04218
"GO:0016202","regulation of striated muscle tissue dev...",4,2,0.39,0.5,0.04218
"GO:0097254","renal tubular secretion",4,2,0.39,0.5,0.04218
"GO:0000423","mitophagy",4,2,0.39,0.5,0.04218
"GO:0051457","maintenance of protein location in nucle...",4,2,0.39,0.5,0.04218
"GO:1901861","regulation of muscle tissue development",4,2,0.39,0.5,0.04218
"GO:0055013","cardiac muscle cell development",4,2,0.39,0.5,0.04218
"GO:0055006","cardiac cell development",4,2,0.39,0.5,0.04218
"GO:0055007","cardiac muscle cell differentiation",4,2,0.39,0.5,0.04218
"GO:0071806","protein transmembrane transport",37,7,3.65,0.189189189189189,0.04223
"GO:0002791","regulation of peptide secretion",37,7,3.65,0.189189189189189,0.04223
"GO:0065002","intracellular protein transmembrane tran...",37,7,3.65,0.189189189189189,0.04223
"GO:0080090","regulation of primary metabolic process",1392,147,137.27,0.105603448275862,0.04235
"GO:0007442","hindgut morphogenesis",45,8,4.44,0.177777777777778,0.04307
"GO:0006351","transcription, DNA-templated",884,93,87.18,0.105203619909502,0.04318
"GO:0097659","nucleic acid-templated transcription",884,93,87.18,0.105203619909502,0.04318
"GO:0045935","positive regulation of nucleobase-contai...",372,43,36.69,0.115591397849462,0.04382
"GO:0007264","small GTPase mediated signal transductio...",141,19,13.9,0.134751773049645,0.04418
"GO:0051272","positive regulation of cellular componen...",70,11,6.9,0.157142857142857,0.04425
"GO:0016049","cell growth",132,18,13.02,0.136363636363636,0.0446
"GO:0006644","phospholipid metabolic process",132,18,13.02,0.136363636363636,0.0446
"GO:0198738","cell-cell signaling by wnt",114,16,11.24,0.140350877192982,0.04494
"GO:1901888","regulation of cell junction assembly",114,16,11.24,0.140350877192982,0.04494
"GO:0030048","actin filament-based movement",30,6,2.96,0.2,0.04588
"GO:0007405","neuroblast proliferation",79,12,7.79,0.151898734177215,0.04596
"GO:0007517","muscle organ development",79,12,7.79,0.151898734177215,0.04596
"GO:0032774","RNA biosynthetic process",887,93,87.47,0.104847801578354,0.04649
"GO:0007472","wing disc morphogenesis",246,30,24.26,0.121951219512195,0.04673
"GO:0045597","positive regulation of cell differentiat...",163,23,16.07,0.141104294478528,0.04683
"GO:0040007","growth",374,43,36.88,0.114973262032086,0.04718
"GO:0097485","neuron projection guidance",227,28,22.39,0.123348017621145,0.04732
"GO:0001894","tissue homeostasis",54,9,5.33,0.166666666666667,0.04747
"GO:0009966","regulation of signal transduction",628,68,61.93,0.10828025477707,0.04764
"GO:0030150","protein import into mitochondrial matrix",16,4,1.58,0.25,0.04795
"GO:0045451","pole plasm oskar mRNA localization",38,7,3.75,0.184210526315789,0.04795
"GO:0030858","positive regulation of epithelial cell d...",38,7,3.75,0.184210526315789,0.04795
"GO:0048589","developmental growth",315,37,31.06,0.117460317460317,0.04804
"GO:0034654","nucleobase-containing compound biosynthe...",1036,107,102.17,0.103281853281853,0.04818
"GO:0051304","chromosome separation",46,8,4.54,0.173913043478261,0.04824
"GO:0016180","snRNA processing",23,5,2.27,0.217391304347826,0.04842
"GO:0006366","transcription by RNA polymerase II",639,69,63.02,0.107981220657277,0.04859
"GO:0009893","positive regulation of metabolic process",743,79,73.27,0.106325706594886,0.04917
"GO:0035218","leg disc development",80,12,7.89,0.15,0.0499
"GO:0009880","embryonic pattern specification",171,22,16.86,0.128654970760234,0.0499
