"GO.ID","Term","Annotated","Significant","Expected","percent.coverage","elim"
"GO:0048520","positive regulation of behavior",29,15,8.66,0.517241379310345,0.0051
"GO:0043901","negative regulation of multi-organism pr...",19,11,5.67,0.578947368421053,0.00536
"GO:0010970","transport along microtubule",68,29,20.31,0.426470588235294,0.00538
"GO:0007560","imaginal disc morphogenesis",330,125,98.56,0.378787878787879,0.00574
"GO:0001744","optic lobe placode formation",4,4,1.19,1,0.00584
"GO:0015990","electron transport coupled proton transp...",4,4,1.19,1,0.00584
"GO:0009605","response to external stimulus",712,246,212.66,0.345505617977528,0.00602
"GO:0007268","chemical synaptic transmission",259,90,77.36,0.347490347490348,0.00647
"GO:0048522","positive regulation of cellular process",1259,401,376.04,0.318506751389992,0.00653
"GO:0016334","establishment or maintenance of polarity...",27,14,8.06,0.518518518518518,0.00657
"GO:0030239","myofibril assembly",46,21,13.74,0.456521739130435,0.00669
"GO:0035330","regulation of hippo signaling",66,28,19.71,0.424242424242424,0.00673
"GO:0048666","neuron development",512,181,152.92,0.353515625,0.00704
"GO:0051146","striated muscle cell differentiation",82,41,24.49,0.5,0.00713
"GO:0006355","regulation of transcription, DNA-templat...",807,253,241.03,0.313506815365551,0.00734
"GO:0030858","positive regulation of epithelial cell d...",38,18,11.35,0.473684210526316,0.00736
"GO:0061057","peptidoglycan recognition protein signal...",38,18,11.35,0.473684210526316,0.00736
"GO:0019233","sensory perception of pain",6,5,1.79,0.833333333333333,0.00746
"GO:0050766","positive regulation of phagocytosis",6,5,1.79,0.833333333333333,0.00746
"GO:0050789","regulation of biological process",2883,913,861.09,0.316684009712105,0.00792
"GO:0033044","regulation of chromosome organization",115,44,34.35,0.382608695652174,0.00829
"GO:0090263","positive regulation of canonical Wnt sig...",44,20,13.14,0.454545454545455,0.00852
"GO:0031398","positive regulation of protein ubiquitin...",15,9,4.48,0.6,0.00861
"GO:0035220","wing disc development",329,124,98.27,0.376899696048632,0.00866
"GO:0045216","cell-cell junction organization",70,29,20.91,0.414285714285714,0.0087
"GO:0042752","regulation of circadian rhythm",73,30,21.8,0.410958904109589,0.00879
"GO:0042981","regulation of apoptotic process",159,58,47.49,0.364779874213836,0.00881
"GO:0048640","negative regulation of developmental gro...",79,32,23.6,0.40506329113924,0.00891
"GO:0033627","cell adhesion mediated by integrin",20,11,5.97,0.55,0.00896
"GO:1900425","negative regulation of defense response ...",20,11,5.97,0.55,0.00896
"GO:0007167","enzyme linked receptor protein signaling...",236,82,70.49,0.347457627118644,0.00911
"GO:0043902","positive regulation of multi-organism pr...",50,22,14.93,0.44,0.00942
"GO:1903684","regulation of border follicle cell migra...",36,17,10.75,0.472222222222222,0.00944
"GO:0003002","regionalization",387,135,115.59,0.348837209302326,0.00949
"GO:0007281","germ cell development",553,190,165.17,0.343580470162749,0.01
"GO:0080134","regulation of response to stress",235,86,70.19,0.365957446808511,0.01023
"GO:0035556","intracellular signal transduction",517,174,154.42,0.336557059961315,0.01028
"GO:0048477","oogenesis",479,168,143.07,0.350730688935282,0.01031
"GO:0010646","regulation of cell communication",737,250,220.13,0.33921302578019,0.01034
"GO:0023051","regulation of signaling",737,250,220.13,0.33921302578019,0.01034
"GO:0051172","negative regulation of nitrogen compound...",462,150,137.99,0.324675324675325,0.01034
"GO:0048512","circadian behavior",92,36,27.48,0.391304347826087,0.01082
"GO:0000578","embryonic axis specification",92,36,27.48,0.391304347826087,0.01082
"GO:0007622","rhythmic behavior",92,36,27.48,0.391304347826087,0.01082
"GO:0034643","establishment of mitochondrion localizat...",13,8,3.88,0.615384615384615,0.01085
"GO:0047497","mitochondrion transport along microtubul...",13,8,3.88,0.615384615384615,0.01085
"GO:0051654","establishment of mitochondrion localizat...",13,8,3.88,0.615384615384615,0.01085
"GO:0051965","positive regulation of synapse assembly",42,19,12.54,0.452380952380952,0.01086
"GO:1905881","positive regulation of oogenesis",42,19,12.54,0.452380952380952,0.01086
"GO:0051646","mitochondrion localization",23,12,6.87,0.521739130434783,0.01095
"GO:0001703","gastrulation with mouth forming first",31,15,9.26,0.483870967741935,0.01106
"GO:0003012","muscle system process",31,15,9.26,0.483870967741935,0.01106
"GO:0010004","gastrulation involving germ band extensi...",31,15,9.26,0.483870967741935,0.01106
"GO:0009967","positive regulation of signal transducti...",342,120,102.15,0.350877192982456,0.0113
"GO:0050804","modulation of chemical synaptic transmis...",120,45,35.84,0.375,0.01147
"GO:0099177","regulation of trans-synaptic signaling",120,45,35.84,0.375,0.01147
"GO:0034331","cell junction maintenance",18,10,5.38,0.555555555555556,0.01155
"GO:0010648","negative regulation of cell communicatio...",307,103,91.69,0.335504885993485,0.01179
"GO:0000904","cell morphogenesis involved in different...",395,147,117.98,0.372151898734177,0.01191
"GO:0000902","cell morphogenesis",470,170,140.38,0.361702127659574,0.01203
"GO:0022412","cellular process involved in reproductio...",648,217,193.54,0.334876543209877,0.01252
"GO:0060968","regulation of gene silencing",54,23,16.13,0.425925925925926,0.01266
"GO:0002064","epithelial cell development",274,104,81.84,0.37956204379562,0.01268
"GO:0008037","cell recognition",96,37,28.67,0.385416666666667,0.01292
"GO:0043547","positive regulation of GTPase activity",57,24,17.02,0.421052631578947,0.01293
"GO:0023057","negative regulation of signaling",308,103,91.99,0.334415584415584,0.01302
"GO:0051726","regulation of cell cycle",249,85,74.37,0.34136546184739,0.01319
"GO:0050807","regulation of synapse organization",148,61,44.2,0.412162162162162,0.01337
"GO:0007498","mesoderm development",69,28,20.61,0.405797101449275,0.0135
"GO:0002812","biosynthetic process of antibacterial pe...",11,7,3.29,0.636363636363636,0.01357
"GO:0002813","regulation of biosynthetic process of an...",11,7,3.29,0.636363636363636,0.01357
"GO:0042745","circadian sleep/wake cycle",40,18,11.95,0.45,0.01385
"GO:0006357","regulation of transcription by RNA polym...",591,187,176.52,0.316412859560068,0.01394
"GO:0106030","neuron projection fasciculation",21,11,6.27,0.523809523809524,0.01419
"GO:0031324","negative regulation of cellular metaboli...",510,163,152.33,0.319607843137255,0.0144
"GO:1901890","positive regulation of cell junction ass...",43,19,12.84,0.441860465116279,0.01452
"GO:0030855","epithelial cell differentiation",319,117,95.28,0.366771159874608,0.01465
"GO:0008283","cell population proliferation",250,85,74.67,0.34,0.0147
"GO:0008152","metabolic process",3927,1152,1172.91,0.293353705118411,0.01481
"GO:0009453","energy taxis",16,9,4.78,0.5625,0.0149
"GO:0042331","phototaxis",16,9,4.78,0.5625,0.0149
"GO:0045464","R8 cell fate specification",16,9,4.78,0.5625,0.0149
"GO:0007447","imaginal disc pattern formation",97,37,28.97,0.381443298969072,0.01546
"GO:0007450","dorsal/ventral pattern formation, imagin...",49,21,14.64,0.428571428571429,0.01554
"GO:0050794","regulation of cellular process",2679,849,800.16,0.316909294512878,0.01554
"GO:0009893","positive regulation of metabolic process",743,235,221.92,0.31628532974428,0.01559
"GO:0032874","positive regulation of stress-activated ...",32,15,9.56,0.46875,0.01559
"GO:0070304","positive regulation of stress-activated ...",32,15,9.56,0.46875,0.01559
"GO:0007472","wing disc morphogenesis",246,94,73.47,0.382113821138211,0.01565
"GO:0030335","positive regulation of cell migration",52,22,15.53,0.423076923076923,0.01591
"GO:2000243","positive regulation of reproductive proc...",52,22,15.53,0.423076923076923,0.01591
"GO:0120039","plasma membrane bounded cell projection ...",369,133,110.21,0.360433604336043,0.0161
"GO:0048858","cell projection morphogenesis",369,133,110.21,0.360433604336043,0.0161
"GO:0031325","positive regulation of cellular metaboli...",682,217,203.7,0.318181818181818,0.0165
"GO:0009968","negative regulation of signal transducti...",284,95,84.82,0.334507042253521,0.01651
"GO:0070302","regulation of stress-activated protein k...",64,26,19.12,0.40625,0.01666
"GO:0051272","positive regulation of cellular componen...",70,28,20.91,0.4,0.01671
"GO:1902275","regulation of chromatin organization",70,28,20.91,0.4,0.01671
"GO:1903688","positive regulation of border follicle c...",35,16,10.45,0.457142857142857,0.01672
"GO:0030178","negative regulation of Wnt signaling pat...",35,16,10.45,0.457142857142857,0.01672
"GO:0003381","epithelial cell morphogenesis involved i...",9,6,2.69,0.666666666666667,0.01676
"GO:0003384","apical constriction involved in gastrula...",9,6,2.69,0.666666666666667,0.01676
"GO:0030707","ovarian follicle cell development",249,90,74.37,0.36144578313253,0.01701
"GO:0009798","axis specification",151,61,45.1,0.403973509933775,0.0173
"GO:0009953","dorsal/ventral pattern formation",126,53,37.63,0.420634920634921,0.01734
"GO:0035331","negative regulation of hippo signaling",38,17,11.35,0.447368421052632,0.01766
"GO:0000226","microtubule cytoskeleton organization",265,89,79.15,0.335849056603774,0.01786
"GO:0006366","transcription by RNA polymerase II",639,200,190.86,0.312989045383412,0.01786
"GO:0009952","anterior/posterior pattern specification",145,52,43.31,0.358620689655172,0.01797
"GO:0031175","neuron projection development",399,142,119.17,0.355889724310777,0.01803
"GO:0009948","anterior/posterior axis specification",98,37,29.27,0.377551020408163,0.01838
"GO:0035006","melanization defense response",41,18,12.25,0.439024390243902,0.01844
"GO:0030952","establishment or maintenance of cytoskel...",41,18,12.25,0.439024390243902,0.01844
"GO:0010631","epithelial cell migration",147,58,43.91,0.394557823129252,0.01877
"GO:0048812","neuron projection morphogenesis",367,132,109.62,0.359673024523161,0.01902
"GO:0002066","columnar/cuboidal epithelial cell develo...",250,90,74.67,0.36,0.01904
"GO:0042127","regulation of cell population proliferat...",184,64,54.96,0.347826086956522,0.01916
"GO:0009996","negative regulation of cell fate specifi...",14,8,4.18,0.571428571428571,0.01924
"GO:0060537","muscle tissue development",14,8,4.18,0.571428571428571,0.01924
"GO:0007351","tripartite regional subdivision",89,34,26.58,0.382022471910112,0.01925
"GO:0008595","anterior/posterior axis specification, e...",89,34,26.58,0.382022471910112,0.01925
"GO:0007163","establishment or maintenance of cell pol...",170,65,50.78,0.382352941176471,0.01973
"GO:0030198","extracellular matrix organization",50,21,14.93,0.42,0.01997
"GO:0007091","metaphase/anaphase transition of mitotic...",30,14,8.96,0.466666666666667,0.02008
"GO:0010965","regulation of mitotic sister chromatid s...",30,14,8.96,0.466666666666667,0.02008
"GO:0046330","positive regulation of JNK cascade",30,14,8.96,0.466666666666667,0.02008
"GO:0007249","I-kappaB kinase/NF-kappaB signaling",7,5,2.09,0.714285714285714,0.02014
"GO:0007516","hemocyte development",7,5,2.09,0.714285714285714,0.02014
"GO:0030728","ovulation",7,5,2.09,0.714285714285714,0.02014
"GO:0035222","wing disc pattern formation",71,28,21.21,0.394366197183099,0.02049
"GO:0022416","chaeta development",71,28,21.21,0.394366197183099,0.02049
"GO:0008285","negative regulation of cell population p...",68,27,20.31,0.397058823529412,0.02059
"GO:0044093","positive regulation of molecular functio...",214,73,63.92,0.341121495327103,0.02089
"GO:0014902","myotube differentiation",29,17,8.66,0.586206896551724,0.02104
"GO:0140253","cell-cell fusion",29,17,8.66,0.586206896551724,0.02104
"GO:0000768","syncytium formation by plasma membrane f...",29,17,8.66,0.586206896551724,0.02104
"GO:0007520","myoblast fusion",29,17,8.66,0.586206896551724,0.02104
"GO:0006949","syncytium formation",29,17,8.66,0.586206896551724,0.02104
"GO:0010636","positive regulation of mitochondrial fus...",3,3,0.9,1,0.02115
"GO:1900364","negative regulation of mRNA polyadenylat...",3,3,0.9,1,0.02115
"GO:0007378","amnioserosa formation",3,3,0.9,1,0.02115
"GO:0051155","positive regulation of striated muscle c...",3,3,0.9,1,0.02115
"GO:2001237","negative regulation of extrinsic apoptot...",3,3,0.9,1,0.02115
"GO:0051149","positive regulation of muscle cell diffe...",3,3,0.9,1,0.02115
"GO:0031441","negative regulation of mRNA 3'-end proce...",3,3,0.9,1,0.02115
"GO:0048621","post-embryonic digestive tract morphogen...",3,3,0.9,1,0.02115
"GO:0051257","meiotic spindle midzone assembly",3,3,0.9,1,0.02115
"GO:0006370","7-methylguanosine mRNA capping",3,3,0.9,1,0.02115
"GO:1903798","regulation of production of miRNAs invol...",3,3,0.9,1,0.02115
"GO:0031645","negative regulation of nervous system pr...",3,3,0.9,1,0.02115
"GO:0042249","establishment of planar polarity of embr...",3,3,0.9,1,0.02115
"GO:0051930","regulation of sensory perception of pain",3,3,0.9,1,0.02115
"GO:0051931","regulation of sensory perception",3,3,0.9,1,0.02115
"GO:0002814","negative regulation of biosynthetic proc...",3,3,0.9,1,0.02115
"GO:0036071","N-glycan fucosylation",3,3,0.9,1,0.02115
"GO:0008056","ocellus development",3,3,0.9,1,0.02115
"GO:0097753","membrane bending",3,3,0.9,1,0.02115
"GO:0006910","phagocytosis, recognition",3,3,0.9,1,0.02115
"GO:1904058","positive regulation of sensory perceptio...",3,3,0.9,1,0.02115
"GO:0010766","negative regulation of sodium ion transp...",3,3,0.9,1,0.02115
"GO:0072384","organelle transport along microtubule",22,11,6.57,0.5,0.02141
"GO:0007294","germarium-derived oocyte fate determinat...",22,11,6.57,0.5,0.02141
"GO:0031935","regulation of chromatin silencing",22,11,6.57,0.5,0.02141
"GO:0008407","chaeta morphogenesis",33,15,9.86,0.454545454545455,0.02143
"GO:0090090","negative regulation of canonical Wnt sig...",33,15,9.86,0.454545454545455,0.02143
"GO:0045214","sarcomere organization",33,15,9.86,0.454545454545455,0.02143
"GO:0007010","cytoskeleton organization",506,167,151.13,0.3300395256917,0.02158
"GO:0090132","epithelium migration",148,58,44.2,0.391891891891892,0.02194
"GO:0045934","negative regulation of nucleobase-contai...",317,104,94.68,0.32807570977918,0.02218
"GO:0007297","ovarian follicle cell migration",120,49,35.84,0.408333333333333,0.02237
"GO:0010634","positive regulation of epithelial cell m...",36,16,10.75,0.444444444444444,0.02254
"GO:0051345","positive regulation of hydrolase activit...",93,35,27.78,0.376344086021505,0.02254
"GO:0010647","positive regulation of cell communicatio...",376,128,112.3,0.340425531914894,0.02256
"GO:0023056","positive regulation of signaling",376,128,112.3,0.340425531914894,0.02256
"GO:0051147","regulation of muscle cell differentiatio...",12,10,3.58,0.833333333333333,0.02257
"GO:0002682","regulation of immune system process",171,64,51.07,0.374269005847953,0.02271
"GO:2000649","regulation of sodium ion transmembrane t...",5,4,1.49,0.8,0.02276
"GO:0016204","determination of muscle attachment site",5,4,1.49,0.8,0.02276
"GO:0007313","maternal specification of dorsal/ventral...",5,4,1.49,0.8,0.02276
"GO:0007561","imaginal disc eversion",5,4,1.49,0.8,0.02276
"GO:1902305","regulation of sodium ion transmembrane t...",5,4,1.49,0.8,0.02276
"GO:0071689","muscle thin filament assembly",5,4,1.49,0.8,0.02276
"GO:0006751","glutathione catabolic process",5,4,1.49,0.8,0.02276
"GO:0009113","purine nucleobase biosynthetic process",5,4,1.49,0.8,0.02276
"GO:0031646","positive regulation of nervous system pr...",5,4,1.49,0.8,0.02276
"GO:0001764","neuron migration",5,4,1.49,0.8,0.02276
"GO:0055093","response to hyperoxia",5,4,1.49,0.8,0.02276
"GO:0051093","negative regulation of developmental pro...",182,70,54.36,0.384615384615385,0.02286
"GO:0043069","negative regulation of programmed cell d...",90,34,26.88,0.377777777777778,0.02293
"GO:0043066","negative regulation of apoptotic process",84,32,25.09,0.380952380952381,0.02368
"GO:0043087","regulation of GTPase activity",84,32,25.09,0.380952380952381,0.02368
"GO:1901137","carbohydrate derivative biosynthetic pro...",225,76,67.2,0.337777777777778,0.02371
"GO:0030706","germarium-derived oocyte differentiation",25,12,7.47,0.48,0.02388
"GO:0043954","cellular component maintenance",25,12,7.47,0.48,0.02388
"GO:0090100","positive regulation of transmembrane rec...",25,12,7.47,0.48,0.02388
"GO:0007165","signal transduction",1107,371,330.64,0.335140018066847,0.02395
"GO:0002065","columnar/cuboidal epithelial cell differ...",262,93,78.25,0.354961832061069,0.024
"GO:0090598","male anatomical structure morphogenesis",17,9,5.08,0.529411764705882,0.02401
"GO:0007460","R8 cell fate commitment",17,9,5.08,0.529411764705882,0.02401
"GO:0048808","male genitalia morphogenesis",17,9,5.08,0.529411764705882,0.02401
"GO:0043704","photoreceptor cell fate specification",17,9,5.08,0.529411764705882,0.02401
"GO:0061060","negative regulation of peptidoglycan rec...",17,9,5.08,0.529411764705882,0.02401
"GO:0031644","regulation of nervous system process",17,9,5.08,0.529411764705882,0.02401
"GO:0007293","germarium-derived egg chamber formation",78,30,23.3,0.384615384615385,0.02435
"GO:0051051","negative regulation of transport",45,19,13.44,0.422222222222222,0.02466
"GO:0043063","intercellular bridge organization",12,7,3.58,0.583333333333333,0.02488
"GO:0007522","visceral muscle development",12,7,3.58,0.583333333333333,0.02488
"GO:0030725","germline ring canal formation",12,7,3.58,0.583333333333333,0.02488
"GO:0035214","eye-antennal disc development",51,21,15.23,0.411764705882353,0.02532
"GO:0032872","regulation of stress-activated MAPK casc...",63,25,18.82,0.396825396825397,0.02546
"GO:2000147","positive regulation of cell motility",54,22,16.13,0.407407407407407,0.02548
"GO:0044248","cellular catabolic process",710,219,212.06,0.308450704225352,0.02553
"GO:0002777","antimicrobial peptide biosynthetic proce...",28,13,8.36,0.464285714285714,0.02589
"GO:0002805","regulation of antimicrobial peptide bios...",28,13,8.36,0.464285714285714,0.02589
"GO:0051240","positive regulation of multicellular org...",259,86,77.36,0.332046332046332,0.02626
"GO:0060828","regulation of canonical Wnt signaling pa...",75,34,22.4,0.453333333333333,0.02648
"GO:0044784","metaphase/anaphase transition of cell cy...",31,14,9.26,0.451612903225806,0.0275
"GO:1905818","regulation of chromosome separation",31,14,9.26,0.451612903225806,0.0275
"GO:0030539","male genitalia development",20,10,5.97,0.5,0.02789
"GO:0007413","axonal fasciculation",20,10,5.97,0.5,0.02789
"GO:0042753","positive regulation of circadian rhythm",20,10,5.97,0.5,0.02789
"GO:0009892","negative regulation of metabolic process",636,197,189.96,0.309748427672956,0.02834
"GO:0007298","border follicle cell migration",109,45,32.56,0.412844036697248,0.02855
"GO:0010605","negative regulation of macromolecule met...",595,185,177.71,0.310924369747899,0.02872
"GO:0016203","muscle attachment",34,15,10.16,0.441176470588235,0.02878
"GO:0051298","centrosome duplication",34,15,10.16,0.441176470588235,0.02878
"GO:0060538","skeletal muscle organ development",34,15,10.16,0.441176470588235,0.02878
"GO:0022410","circadian sleep/wake cycle process",34,15,10.16,0.441176470588235,0.02878
"GO:0065009","regulation of molecular function",347,112,103.64,0.322766570605187,0.02917
"GO:0006955","immune response",196,71,58.54,0.362244897959184,0.02963
"GO:0032501","multicellular organismal process",2352,748,702.49,0.318027210884354,0.0298
"GO:0051403","stress-activated MAPK cascade",70,27,20.91,0.385714285714286,0.03043
"GO:1904398","positive regulation of neuromuscular jun...",40,17,11.95,0.425,0.03051
"GO:0008088","axo-dendritic transport",40,17,11.95,0.425,0.03051
"GO:0045596","negative regulation of cell differentiat...",98,36,29.27,0.36734693877551,0.03056
"GO:0051173","positive regulation of nitrogen compound...",623,197,186.08,0.316211878009631,0.03064
"GO:0019730","antimicrobial humoral response",63,29,18.82,0.46031746031746,0.03077
"GO:0060047","heart contraction",23,11,6.87,0.478260869565217,0.03099
"GO:0008015","blood circulation",23,11,6.87,0.478260869565217,0.03099
"GO:0006936","muscle contraction",23,11,6.87,0.478260869565217,0.03099
"GO:0006582","melanin metabolic process",43,18,12.84,0.418604651162791,0.03105
"GO:0007525","somatic muscle development",64,25,19.12,0.390625,0.03111
"GO:0002376","immune system process",316,107,94.38,0.338607594936709,0.03111
"GO:0046328","regulation of JNK cascade",61,24,18.22,0.39344262295082,0.03137
"GO:0070593","dendrite self-avoidance",15,8,4.48,0.533333333333333,0.0314
"GO:0048190","wing disc dorsal/ventral pattern formati...",46,19,13.74,0.41304347826087,0.03141
"GO:0022603","regulation of anatomical structure morph...",232,81,69.29,0.349137931034483,0.03155
"GO:0006997","nucleus organization",52,21,15.53,0.403846153846154,0.0317
"GO:0008038","neuron recognition",92,34,27.48,0.369565217391304,0.03194
"GO:0001508","action potential",10,6,2.99,0.6,0.03218
"GO:0035493","SNARE complex assembly",10,6,2.99,0.6,0.03218
"GO:0051663","oocyte nucleus localization involved in ...",10,6,2.99,0.6,0.03218
"GO:0045175","basal protein localization",10,6,2.99,0.6,0.03218
"GO:0009056","catabolic process",780,238,232.97,0.305128205128205,0.0326
"GO:0080135","regulation of cellular response to stres...",108,39,32.26,0.361111111111111,0.03307
"GO:0090130","tissue migration",154,59,46,0.383116883116883,0.03308
"GO:0006979","response to oxidative stress",105,38,31.36,0.361904761904762,0.0339
"GO:0044089","positive regulation of cellular componen...",137,48,40.92,0.35036496350365,0.03405
"GO:0031667","response to nutrient levels",137,48,40.92,0.35036496350365,0.03405
"GO:0030716","oocyte fate determination",29,13,8.66,0.448275862068966,0.03533
"GO:0019731","antibacterial humoral response",29,13,8.66,0.448275862068966,0.03533
"GO:0010604","positive regulation of macromolecule met...",660,207,197.13,0.313636363636364,0.03553
"GO:0001667","ameboidal-type cell migration",161,61,48.09,0.37888198757764,0.03577
"GO:0015849","organic acid transport",74,28,22.1,0.378378378378378,0.03593
"GO:0031323","regulation of cellular metabolic process",1480,460,442.04,0.310810810810811,0.03634
"GO:0007483","genital disc morphogenesis",18,9,5.38,0.5,0.03647
"GO:0035112","genitalia morphogenesis",18,9,5.38,0.5,0.03647
"GO:0018107","peptidyl-threonine phosphorylation",18,9,5.38,0.5,0.03647
"GO:0031098","stress-activated protein kinase signalin...",71,27,21.21,0.380281690140845,0.03653
"GO:0050776","regulation of immune response",120,47,35.84,0.391666666666667,0.0366
"GO:0035088","establishment or maintenance of apical/b...",32,14,9.56,0.4375,0.03677
"GO:0051306","mitotic sister chromatid separation",32,14,9.56,0.4375,0.03677
"GO:0061245","establishment or maintenance of bipolar ...",32,14,9.56,0.4375,0.03677
"GO:0008298","intracellular mRNA localization",68,26,20.31,0.382352941176471,0.03711
"GO:0042461","photoreceptor cell development",93,34,27.78,0.365591397849462,0.03735
"GO:0042749","regulation of circadian sleep/wake cycle",35,15,10.45,0.428571428571429,0.03783
"GO:0045887","positive regulation of synaptic growth a...",38,16,11.35,0.421052631578947,0.03857
"GO:0009991","response to extracellular stimulus",138,48,41.22,0.347826086956522,0.03861
"GO:0007619","courtship behavior",56,22,16.73,0.392857142857143,0.03893
"GO:0007224","smoothened signaling pathway",87,32,25.99,0.367816091954023,0.03912
"GO:0001934","positive regulation of protein phosphory...",106,38,31.66,0.358490566037736,0.03917
"GO:0008049","male courtship behavior",47,19,14.04,0.404255319148936,0.03944
"GO:1902533","positive regulation of intracellular sig...",161,55,48.09,0.341614906832298,0.03978
"GO:0051336","regulation of hydrolase activity",148,51,44.2,0.344594594594595,0.03991
"GO:0045926","negative regulation of growth",92,39,27.48,0.423913043478261,0.04002
"GO:0007485","imaginal disc-derived male genitalia dev...",21,10,6.27,0.476190476190476,0.04035
"GO:0008589","regulation of smoothened signaling pathw...",81,30,24.19,0.37037037037037,0.04089
"GO:0048667","cell morphogenesis involved in neuron di...",360,128,107.52,0.355555555555556,0.04093
"GO:0060395","SMAD protein signal transduction",13,7,3.88,0.538461538461538,0.04125
"GO:0060259","regulation of feeding behavior",13,7,3.88,0.538461538461538,0.04125
"GO:0007527","adult somatic muscle development",13,7,3.88,0.538461538461538,0.04125
"GO:0035090","maintenance of apical/basal cell polarit...",8,5,2.39,0.625,0.04157
"GO:0030588","pseudocleavage",8,5,2.39,0.625,0.04157
"GO:0030589","pseudocleavage involved in syncytial bla...",8,5,2.39,0.625,0.04157
"GO:0015749","monosaccharide transmembrane transport",8,5,2.39,0.625,0.04157
"GO:0003156","regulation of animal organ formation",8,5,2.39,0.625,0.04157
"GO:0035542","regulation of SNARE complex assembly",8,5,2.39,0.625,0.04157
"GO:0006144","purine nucleobase metabolic process",8,5,2.39,0.625,0.04157
"GO:0032924","activin receptor signaling pathway",8,5,2.39,0.625,0.04157
"GO:0018196","peptidyl-asparagine modification",8,5,2.39,0.625,0.04157
"GO:0018279","protein N-linked glycosylation via aspar...",8,5,2.39,0.625,0.04157
"GO:2000253","positive regulation of feeding behavior",8,5,2.39,0.625,0.04157
"GO:0031936","negative regulation of chromatin silenci...",8,5,2.39,0.625,0.04157
"GO:0048749","compound eye development",313,113,93.49,0.361022364217252,0.04247
"GO:1905330","regulation of morphogenesis of an epithe...",24,11,7.17,0.458333333333333,0.04327
"GO:0002780","antibacterial peptide biosynthetic proce...",24,11,7.17,0.458333333333333,0.04327
"GO:0030317","flagellated sperm motility",24,11,7.17,0.458333333333333,0.04327
"GO:0009566","fertilization",24,11,7.17,0.458333333333333,0.04327
"GO:0002808","regulation of antibacterial peptide bios...",24,11,7.17,0.458333333333333,0.04327
"GO:0097722","sperm motility",24,11,7.17,0.458333333333333,0.04327
"GO:0042659","regulation of cell fate specification",24,11,7.17,0.458333333333333,0.04327
"GO:0051253","negative regulation of RNA metabolic pro...",305,98,91.1,0.321311475409836,0.04407
"GO:0055085","transmembrane transport",391,126,116.78,0.322250639386189,0.04454
"GO:0007098","centrosome cycle",66,25,19.71,0.378787878787879,0.04516
"GO:0043085","positive regulation of catalytic activit...",172,58,51.37,0.337209302325581,0.04527
"GO:0001654","eye development",329,118,98.27,0.358662613981763,0.04592
"GO:0048880","sensory system development",329,118,98.27,0.358662613981763,0.04592
"GO:0150063","visual system development",329,118,98.27,0.358662613981763,0.04592
"GO:0006959","humoral immune response",68,30,20.31,0.441176470588235,0.046
"GO:0061564","axon development",290,106,86.62,0.36551724137931,0.04634
"GO:0045595","regulation of cell differentiation",364,126,108.72,0.346153846153846,0.04655
"GO:0050802","circadian sleep/wake cycle, sleep",30,13,8.96,0.433333333333333,0.04699
