"GO.ID","Term","Annotated","Significant","Expected","percent.coverage","elim"
"GO:0000422","autophagy of mitochondrion",28,5,2.04,0.178571428571429,0.03037
"GO:0061726","mitochondrion disassembly",28,5,2.04,0.178571428571429,0.03037
"GO:0002790","peptide secretion",80,10,5.84,0.125,0.03055
"GO:0045597","positive regulation of cell differentiat...",163,17,11.9,0.104294478527607,0.03095
"GO:0060429","epithelium development",771,62,56.27,0.0804150453955901,0.03103
"GO:0001709","cell fate determination",115,13,8.39,0.11304347826087,0.03148
"GO:0008202","steroid metabolic process",38,6,2.77,0.157894736842105,0.03201
"GO:0009886","post-embryonic animal morphogenesis",385,34,28.1,0.0883116883116883,0.03278
"GO:0048863","stem cell differentiation",81,10,5.91,0.123456790123457,0.03295
"GO:0022414","reproductive process",845,67,61.67,0.0792899408284024,0.03312
"GO:0002831","regulation of response to biotic stimulu...",128,14,9.34,0.109375,0.03361
"GO:0048754","branching morphogenesis of an epithelial...",49,7,3.58,0.142857142857143,0.03493
"GO:0060446","branching involved in open tracheal syst...",49,7,3.58,0.142857142857143,0.03493
"GO:0048522","positive regulation of cellular process",1259,100,91.88,0.079428117553614,0.03494
"GO:0016125","sterol metabolic process",20,4,1.46,0.2,0.03538
"GO:0017121","plasma membrane phospholipid scrambling",5,2,0.36,0.4,0.03592
"GO:0045199","maintenance of epithelial cell apical/ba...",5,2,0.36,0.4,0.03592
"GO:0051589","negative regulation of neurotransmitter ...",5,2,0.36,0.4,0.03592
"GO:0046929","negative regulation of neurotransmitter ...",5,2,0.36,0.4,0.03592
"GO:0030301","cholesterol transport",5,2,0.36,0.4,0.03592
"GO:0098883","synapse pruning",5,2,0.36,0.4,0.03592
"GO:0030277","maintenance of gastrointestinal epitheli...",5,2,0.36,0.4,0.03592
"GO:0150146","cell junction disassembly",5,2,0.36,0.4,0.03592
"GO:0016114","terpenoid biosynthetic process",5,2,0.36,0.4,0.03592
"GO:0071331","cellular response to hexose stimulus",5,2,0.36,0.4,0.03592
"GO:0060729","intestinal epithelial structure maintena...",5,2,0.36,0.4,0.03592
"GO:0045475","locomotor rhythm",60,8,4.38,0.133333333333333,0.03608
"GO:0006401","RNA catabolic process",94,11,6.86,0.117021276595745,0.03679
"GO:0046011","regulation of oskar mRNA translation",12,3,0.88,0.25,0.03714
"GO:0045851","pH reduction",12,3,0.88,0.25,0.03714
"GO:0051452","intracellular pH reduction",12,3,0.88,0.25,0.03714
"GO:0071322","cellular response to carbohydrate stimul...",12,3,0.88,0.25,0.03714
"GO:1903363","negative regulation of cellular protein ...",12,3,0.88,0.25,0.03714
"GO:0065008","regulation of biological quality",1050,94,76.63,0.0895238095238095,0.03737
"GO:0003006","developmental process involved in reprod...",666,54,48.6,0.0810810810810811,0.03761
"GO:0031329","regulation of cellular catabolic process",205,20,14.96,0.0975609756097561,0.03808
"GO:0061138","morphogenesis of a branching epithelium",50,7,3.65,0.14,0.03847
"GO:0051247","positive regulation of protein metabolic...",257,24,18.76,0.0933852140077821,0.03865
"GO:0007626","locomotory behavior",155,16,11.31,0.103225806451613,0.03866
"GO:0050770","regulation of axonogenesis",61,8,4.45,0.131147540983607,0.03931
"GO:0051962","positive regulation of nervous system de...",143,15,10.44,0.104895104895105,0.03933
"GO:0048667","cell morphogenesis involved in neuron di...",360,39,26.27,0.108333333333333,0.03984
"GO:0051246","regulation of protein metabolic process",487,41,35.54,0.0841889117043121,0.03998
"GO:0006417","regulation of translation",119,13,8.68,0.109243697478992,0.04003
"GO:0080134","regulation of response to stress",235,24,17.15,0.102127659574468,0.04011
"GO:0090407","organophosphate biosynthetic process",181,18,13.21,0.0994475138121547,0.04053
"GO:0010720","positive regulation of cell development",156,16,11.38,0.102564102564103,0.04065
"GO:1901701","cellular response to oxygen-containing c...",156,16,11.38,0.102564102564103,0.04065
"GO:0007276","gamete generation",684,55,49.92,0.0804093567251462,0.04128
"GO:0032989","cellular component morphogenesis",476,51,34.74,0.107142857142857,0.04134
"GO:0048585","negative regulation of response to stimu...",325,29,23.72,0.0892307692307692,0.04143
"GO:0048638","regulation of developmental growth",207,20,15.11,0.0966183574879227,0.04153
"GO:0016476","regulation of embryonic cell shape",21,4,1.53,0.19047619047619,0.04157
"GO:1902476","chloride transmembrane transport",21,4,1.53,0.19047619047619,0.04157
"GO:0006720","isoprenoid metabolic process",21,4,1.53,0.19047619047619,0.04157
"GO:0007613","memory",96,11,7.01,0.114583333333333,0.04198
"GO:0009306","protein secretion",73,9,5.33,0.123287671232877,0.04215
"GO:0001763","morphogenesis of a branching structure",51,7,3.72,0.137254901960784,0.04224
"GO:0008593","regulation of Notch signaling pathway",51,7,3.72,0.137254901960784,0.04224
"GO:0050776","regulation of immune response",120,13,8.76,0.108333333333333,0.0424
"GO:0032101","regulation of response to external stimu...",182,18,13.28,0.0989010989010989,0.04243
"GO:0016358","dendrite development",139,19,10.14,0.136690647482014,0.04403
"GO:0009314","response to radiation",133,14,9.71,0.105263157894737,0.04438
"GO:0035006","melanization defense response",41,6,2.99,0.146341463414634,0.04444
"GO:0048584","positive regulation of response to stimu...",422,36,30.8,0.0853080568720379,0.04446
"GO:0007423","sensory organ development",395,34,28.83,0.0860759493670886,0.04488
"GO:0006955","immune response",196,19,14.3,0.0969387755102041,0.04489
"GO:0007310","oocyte dorsal/ventral axis specification",31,5,2.26,0.161290322580645,0.04493
"GO:0002833","positive regulation of response to bioti...",74,9,5.4,0.121621621621622,0.0454
"GO:0032268","regulation of cellular protein metabolic...",464,39,33.86,0.084051724137931,0.04544
"GO:0002682","regulation of immune system process",171,17,12.48,0.0994152046783626,0.04578
"GO:0007600","sensory perception",146,15,10.65,0.102739726027397,0.04591
"GO:1900006","positive regulation of dendrite developm...",13,3,0.95,0.230769230769231,0.04605
"GO:0090303","positive regulation of wound healing",13,3,0.95,0.230769230769231,0.04605
"GO:0042177","negative regulation of protein catabolic...",13,3,0.95,0.230769230769231,0.04605
"GO:0015012","heparan sulfate proteoglycan biosyntheti...",13,3,0.95,0.230769230769231,0.04605
"GO:0007178","transmembrane receptor protein serine/th...",52,7,3.79,0.134615384615385,0.04625
"GO:0051641","cellular localization",875,68,63.86,0.0777142857142857,0.04633
"GO:0072359","circulatory system development",86,10,6.28,0.116279069767442,0.04693
"GO:0007507","heart development",86,10,6.28,0.116279069767442,0.04693
"GO:0007167","enzyme linked receptor protein signaling...",236,22,17.22,0.0932203389830508,0.04715
"GO:0043085","positive regulation of catalytic activit...",172,17,12.55,0.0988372093023256,0.04794
"GO:0007277","pole cell development",22,4,1.61,0.181818181818182,0.04833
"GO:0051128","regulation of cellular component organiz...",652,59,47.58,0.0904907975460123,0.04858
"GO:0060284","regulation of cell development",309,32,22.55,0.103559870550162,0.04882
"GO:0007476","imaginal disc-derived wing morphogenesis",237,22,17.3,0.0928270042194093,0.04901
"GO:0099172","presynapse organization",42,6,3.07,0.142857142857143,0.04917
"GO:0010976","positive regulation of neuron projection...",42,6,3.07,0.142857142857143,0.04917
