"tx_id","gene_id"
"rna-XM_026446034.1","100576700"
"rna-XM_006558552.3","100576700"
"rna-XM_026446033.1","100576700"
"rna-XR_001702158.2","107963981"
"rna-XM_026446035.1","724948"
"rna-XM_006558620.3","724948"
"rna-XM_003249303.4","100576789"
"rna-XM_026446036.1","100576789"
"rna-XM_026446040.1","113219394"
"rna-XM_026446042.1","113219394"
"rna-XM_026446044.1","113219394"
"rna-XM_026446041.1","113219394"
"rna-XM_026446046.1","113219394"
"rna-XM_026446047.1","113219394"
"rna-XM_026446045.1","113219394"
"rna-XR_003306492.1","113219394"
"rna-XM_026446037.1","113219394"
"rna-XM_026446043.1","113219394"
"rna-XM_026446038.1","113219394"
"rna-XM_026446039.1","113219394"
"rna-XM_026446049.1","100576820"
"rna-XM_003249306.4","724874"
"rna-XM_006558561.3","724874"
"rna-XM_016910716.2","724874"
"rna-XM_026446048.1","724874"
"rna-XM_026442862.1","751098"
"rna-XM_026442921.1","751098"
"rna-XM_026442949.1","751098"
"rna-XM_026442989.1","751098"
"rna-NM_001077823.2","751098"
"rna-XM_026446050.1","113219395"
"rna-XM_006558574.3","410763"
"rna-XM_026446259.1","100576088"
"rna-XM_003249309.4","410765"
"rna-XM_026446051.1","113219396"
"rna-XM_026446052.1","408625"
"rna-XM_006558575.3","113218523"
"rna-XR_003305921.1","102654759"
"rna-XR_407921.3","102654759"
"rna-XR_003305923.1","113219182"
"rna-XM_026444468.1","724679"
"rna-XR_001703024.2","102654998"
"rna-XM_397559.7","409327"
"rna-XR_001703023.2","102654998"
"rna-XR_003306529.1","102654998"
"rna-XR_003306531.1","102654998"
"rna-XM_026446238.1","409327"
"rna-XM_026446243.1","409327"
"rna-XM_006558576.3","409327"
"rna-XM_006558577.3","409327"
"rna-XR_003306535.1","113219405"
"rna-XR_003306532.1","113219405"
"rna-XM_001120426.5","724537"
"rna-XM_016912272.2","724537"
"rna-XM_006558578.3","102655107"
"rna-XM_026439220.1","409620"
"rna-XM_026439223.1","409620"
"rna-XM_003249312.4","100577325"
"rna-XM_003249313.4","100577325"
"rna-XR_003306523.1","113219401"
"rna-XM_623599.6","551204"
"rna-XM_006558581.3","724372"
"rna-XM_006558582.3","724372"
"rna-XM_026446194.1","725343"
"rna-XM_006558583.3","725306"
"rna-XM_006558584.3","725306"
"rna-XM_393421.5","409930"
"rna-XM_393422.7","409931"
"rna-XM_016912185.2","409931"
"rna-XR_001702974.2","107964458"
"rna-XM_006558591.3","100578066"
"rna-XR_003305983.1","107964442"
"rna-XM_006558590.3","100578066"
"rna-XM_006558588.3","100578066"
"rna-XR_003305978.1","113219207"
"rna-XR_003305979.1","113219207"
"rna-XM_026444753.1","100578066"
"rna-XM_006558587.3","100578066"
"rna-XM_006558593.3","100578066"
"rna-XM_026444772.1","100578066"
"rna-XR_003305996.1","113219214"
"rna-XR_003305995.1","113219214"
"rna-XM_016912197.2","411665"
"rna-XM_006558585.3","411665"
"rna-XM_006558586.3","411665"
"rna-XM_395133.6","411665"
"rna-XR_407947.3","102655805"
"rna-XR_003305999.1","102655775"
"rna-XR_407945.3","102655747"
"rna-XR_001702958.2","102655720"
"rna-XR_407941.3","102655652"
"rna-XR_001702946.2","102655652"
"rna-XR_003305988.1","102655652"
"rna-XR_001702932.2","100578187"
"rna-XR_003305896.1","102656449"
"rna-XM_001120937.5","725041"
"rna-XM_003249288.4","100578245"
"rna-XM_006558596.3","100578245"
"rna-XM_006558597.3","100578245"
"rna-XM_006558598.3","100578245"
"rna-XM_393342.7","409852"
"rna-TRNAL-AAG","107966075"
"rna-XR_003304339.1","102656644"
"rna-XR_003304344.1","102656644"
"rna-XR_003304345.1","102656644"
"rna-XM_006558622.3","102654804"
"rna-XM_003249289.4","413835"
"rna-XM_006558601.3","413835"
"rna-XM_397274.7","413835"
"rna-XR_001706446.2","413835"
"rna-XR_001706444.2","413835"
"rna-XR_001706445.2","413835"
"rna-XM_016917618.2","413834"
"rna-XM_026446280.1","413834"
"rna-XM_006558603.3","413834"
"rna-XM_397273.7","413834"
"rna-XM_026446281.1","113219407"
"rna-XM_393487.7","409999"
"rna-XM_006558606.3","409999"
"rna-XM_026446282.1","727331"
"rna-XM_395584.7","412118"
"rna-XM_001121025.5","726902"
"rna-XM_624443.4","552064"
"rna-XM_006558608.3","552064"
"rna-XM_006558609.2","409479"
"rna-NM_001214904.1","413609"
"rna-XM_026440876.1","413609"
"rna-XM_026440906.1","413609"
"rna-XM_016917865.2","552163"
"rna-XM_006558610.3","552163"
"rna-XM_016917864.2","552163"
"rna-XM_006558611.3","727019"
"rna-XM_006558613.3","100578696"
"rna-XM_016917798.2","100578696"
"rna-XM_396376.7","412925"
"rna-XM_395143.7","411675"
"rna-XM_016917921.2","411675"
"rna-XM_006558616.3","411808"
"rna-XM_001121467.5","725638"
"rna-XM_001119959.5","724901"
"rna-XM_006559838.3","724901"
"rna-XM_006559839.3","551574"
"rna-XM_026442212.1","551574"
"rna-XM_026442190.1","412610"
"rna-XM_026442197.1","412610"
"rna-XM_026445497.1","413784"
"rna-XM_026445525.1","102655618"
"rna-XM_395930.6","412473"
"rna-XM_006559842.3","550706"
"rna-XM_006559844.3","550706"
"rna-XM_006559845.3","550706"
"rna-XM_006559843.3","550706"
"rna-XM_003249533.3","725378"
"rna-XM_026442641.1","727422"
"rna-XM_026442619.1","727422"
"rna-NM_001242556.1","727422"
"rna-XM_001120364.5","725884"
"rna-XR_003306548.1","113219419"
"rna-XM_623108.6","550716"
"rna-XM_001123127.5","727419"
"rna-XM_006559849.2","408624"
"rna-XM_006559846.3","408624"
"rna-XM_006559848.3","408624"
"rna-XM_392165.7","408624"
"rna-XM_006559847.3","408624"
"rna-XM_006559851.3","551279"
"rna-XM_016911217.2","724238"
"rna-XM_006559854.3","724238"
"rna-XM_016911215.2","724238"
"rna-XM_016911229.2","724238"
"rna-XR_001702381.2","107964165"
"rna-XM_016911237.2","724238"
"rna-XM_006559852.3","100576540"
"rna-XM_026446260.1","102655654"
"rna-XM_026446324.1","724331"
"rna-XM_026446328.1","551450"
"rna-XM_016917825.2","100578309"
"rna-XM_026446325.1","100578309"
"rna-XM_026446326.1","100578309"
"rna-XM_016917824.2","552162"
"rna-XM_026444278.1","726235"
"rna-XM_016917922.2","412000"
"rna-XM_006559860.3","412000"
"rna-XM_006559861.3","726291"
"rna-XM_001122042.5","726291"
"rna-XM_006559863.3","726291"
"rna-XM_003249530.4","100578472"
"rna-XM_001122063.4","726316"
"rna-XM_395451.7","411985"
"rna-XM_006559864.3","412578"
"rna-XM_016917816.2","412578"
"rna-XM_016917815.2","102655778"
"rna-XM_001120419.5","725647"
"rna-XM_006559866.3","412834"
"rna-XM_006559865.3","412834"
"rna-XM_396286.7","412834"
"rna-XM_016917857.1","412834"
"rna-XM_026444332.1","408623"
"rna-XM_026444329.1","408623"
"rna-XM_026444339.1","408623"
"rna-XM_026444337.1","408623"
"rna-XM_026444355.1","408623"
"rna-XM_026444360.1","408623"
"rna-XM_026444340.1","408623"
"rna-XM_026444349.1","408623"
"rna-XM_026444358.1","408623"
"rna-XM_026444350.1","408623"
"rna-XM_026444370.1","408623"
"rna-XM_026444362.1","408623"
"rna-XM_026444334.1","408623"
"rna-XM_026443778.1","410761"
"rna-XM_026443780.1","410761"
"rna-XM_026443787.1","113219103"
"rna-XM_006559882.3","100576147"
"rna-XM_006559884.3","724992"
"rna-XM_026439028.1","410758"
"rna-XM_026439013.1","410758"
"rna-XM_026438982.1","410758"
"rna-XM_026439000.1","410758"
"rna-XM_026439001.1","410758"
"rna-XM_026439004.1","410758"
"rna-XM_026439016.1","410758"
"rna-XM_026439022.1","410758"
"rna-XM_026439025.1","410758"
"rna-XM_026439026.1","410758"
"rna-XM_016913949.2","410758"
"rna-XM_026438998.1","410758"
"rna-XM_026438987.1","410758"
"rna-XM_026439010.1","410758"
"rna-XM_394233.7","410757"
"rna-XM_026443444.1","410757"
"rna-XM_006560256.3","408622"
"rna-XM_623297.6","408622"
"rna-XM_001121709.5","725922"
"rna-XM_026441732.1","411968"
"rna-XR_001706452.2","102654966"
"rna-XR_408682.3","102654966"
"rna-XM_001121762.5","725982"
"rna-XR_001703847.2","725982"
"rna-XM_016913395.2","726015"
"rna-XM_016913396.2","726015"
"rna-XM_026444000.1","727399"
"rna-XM_026444001.1","727399"
"rna-XR_003306550.1","113219421"
"rna-XM_006560262.3","102655185"
"rna-XM_026443978.1","102655185"
"rna-XM_026443980.1","102655185"
"rna-XM_026443986.1","102655185"
"rna-XR_003305793.1","113219135"
"rna-XM_026443993.1","727399"
"rna-XM_026443997.1","727399"
"rna-XM_026443995.1","727399"
"rna-XM_026443999.1","727399"
"rna-XR_003305792.1","102655581"
"rna-XM_016914585.2","107965102"
"rna-XM_026442847.1","726810"
"rna-XM_026442853.1","726810"
"rna-XM_003249619.4","100578752"
"rna-XM_016917958.2","552366"
"rna-XM_006560271.3","412017"
"rna-XM_026443482.1","412017"
"rna-XM_395482.7","412016"
"rna-XR_003304214.1","113218608"
"rna-XM_026439190.1","409780"
"rna-XM_026439141.1","409780"
"rna-XM_026439148.1","409780"
"rna-XM_026439162.1","409780"
"rna-XM_026439170.1","409780"
"rna-XM_026439177.1","409780"
"rna-XM_026439182.1","409780"
"rna-XM_026439128.1","409780"
"rna-XM_026439155.1","409780"
"rna-XM_026439173.1","409780"
"rna-XM_026439125.1","409780"
"rna-XM_026439159.1","409780"
"rna-XM_026439100.1","409780"
"rna-XM_026439119.1","409780"
"rna-XM_026439121.1","409780"
"rna-XM_026439126.1","409780"
"rna-XM_026439129.1","409780"
"rna-XM_026439134.1","409780"
"rna-XM_026439136.1","409780"
"rna-XM_026439144.1","409780"
"rna-XM_026439163.1","409780"
"rna-XM_026439193.1","409780"
"rna-XM_026439112.1","409780"
"rna-XM_026439114.1","409780"
"rna-XM_026439115.1","409780"
"rna-XM_026439104.1","409780"
"rna-XM_026439138.1","409780"
"rna-XR_001702295.2","102656720"
"rna-XR_003304210.1","102656720"
"rna-XR_408870.3","102656333"
"rna-XM_026446261.1","100577895"
"rna-XR_003306099.1","100578042"
"rna-XM_026445217.1","100578042"
"rna-XM_026442676.1","408618"
"rna-XM_026442677.1","408618"
"rna-XR_003305305.1","102654856"
"rna-XR_409142.3","102655012"
"rna-XR_003305308.1","102656903"
"rna-XR_003305303.1","102656828"
"rna-XR_003305304.1","102656828"
"rna-XR_001704391.2","107965033"
"rna-XR_003305306.1","107965033"
"rna-XR_003305307.1","113218984"
"rna-XM_006561912.3","724233"
"rna-XM_006561913.3","408619"
"rna-XM_392160.6","408619"
"rna-XM_026445754.1","408619"
"rna-XM_392161.7","408620"
"rna-XR_409249.3","408620"
"rna-XM_006561914.3","102653658"
"rna-XM_392162.7","408621"
"rna-XM_006561917.3","102653893"
"rna-XM_395780.7","412319"
"rna-XM_006561916.3","412319"
"rna-XM_006561915.3","412319"
"rna-XM_026442581.1","412319"
"rna-XR_003304851.1","113218842"
"rna-XM_026441259.1","724535"
"rna-XM_026441246.1","724535"
"rna-XM_026441242.1","724535"
"rna-XM_026441248.1","724535"
"rna-XM_026441250.1","724535"
"rna-XM_026441253.1","724535"
"rna-XM_026441254.1","724535"
"rna-XM_026441258.1","724535"
"rna-XM_016911157.2","102653954"
"rna-XR_409250.3","102653954"
"rna-XR_409251.3","102653954"
"rna-XM_006561918.3","102653920"
"rna-XR_001702356.2","107964158"
"rna-XM_623718.5","551321"
"rna-XM_001120612.4","724720"
"rna-XM_026441279.1","102654159"
"rna-XM_001120697.5","724795"
"rna-NM_001040264.1","551388"
"rna-XM_395266.7","411799"
"rna-XM_026441293.1","414017"
"rna-XM_026441285.1","414017"
"rna-XM_026441289.1","414017"
"rna-XR_003305417.1","552530"
"rna-XR_003305418.1","552530"
"rna-XM_026443160.1","552530"
"rna-XR_003305406.1","552530"
"rna-XR_003305404.1","552530"
"rna-XM_026443149.1","552530"
"rna-XM_026443148.1","552530"
"rna-XM_026443146.1","552530"
"rna-XM_026443162.1","552530"
"rna-XM_026443157.1","552530"
"rna-XM_006561922.3","100577342"
"rna-XM_006561923.3","102654398"
"rna-XM_396690.7","413244"
"rna-XM_006561924.3","413244"
"rna-XM_026443501.1","551531"
"rna-XM_395573.6","412107"
"rna-XM_026446262.1","726685"
"rna-XM_003249940.4","100578513"
"rna-XM_016917948.2","409290"
"rna-XM_006561926.2","409290"
"rna-XM_016917879.2","100577369"
"rna-XM_003249936.4","100577369"
"rna-XM_026445618.1","107966055"
"rna-XM_624227.6","551842"
"rna-XR_003306171.1","551842"
"rna-XM_003249937.4","100577454"
"rna-XM_006561927.3","551892"
"rna-XM_624278.6","551892"
"rna-XM_006561928.3","551892"
"rna-XM_624294.6","551909"
"rna-XM_026445633.1","107963991"
"rna-XM_026445632.1","107963991"
"rna-XM_624461.6","552083"
"rna-XM_393087.7","409584"
"rna-XM_026442151.1","724578"
"rna-XM_026442156.1","724578"
"rna-XM_026442152.1","724578"
"rna-XM_396881.6","413437"
"rna-XM_006561938.2","414038"
"rna-XM_397474.6","414038"
"rna-XM_006561937.3","552602"
"rna-XM_006561930.3","414037"
"rna-XM_016917793.2","414037"
"rna-XM_016917794.2","414037"
"rna-XM_006561931.3","414037"
"rna-XM_397473.6","414037"
"rna-XM_006561936.3","414037"
"rna-XM_006561934.3","414037"
"rna-XM_006561935.3","414037"
"rna-XM_625002.6","552628"
"rna-XM_001121177.5","725317"
"rna-XM_006561940.3","725317"
"rna-XM_006561939.3","552648"
"rna-XM_001121269.5","725418"
"rna-XM_006561941.3","413950"
"rna-XM_006561942.3","413950"
"rna-XM_026442425.1","107963979"
"rna-XR_409257.3","102655724"
"rna-XR_409256.3","102655724"
"rna-XM_001121365.5","725532"
"rna-XM_006561946.3","725532"
"rna-XM_006561948.3","725574"
"rna-XR_003306334.1","100578104"
"rna-XR_003305370.1","100578131"
"rna-XM_006561949.3","552676"
"rna-XM_026441180.1","552676"
"rna-XM_006561950.3","412511"
"rna-XM_026446263.1","100578247"
"rna-XR_003306045.1","113218578"
"rna-XM_006561955.3","725720"
"rna-XM_006561954.3","725720"
"rna-XM_006561956.3","102656395"
"rna-XM_001121554.5","725745"
"rna-XM_026445349.1","113219256"
"rna-XM_001121644.5","725841"
"rna-XM_016917061.2","725841"
"rna-XM_016917078.2","725841"
"rna-XM_016917074.2","725841"
"rna-XM_395605.6","412141"
"rna-XM_006562508.3","102656812"
"rna-XM_026438972.1","102656812"
"rna-XM_624204.6","551819"
"rna-XM_001123187.5","727479"
"rna-XM_006562510.3","727479"
"rna-XM_006562512.3","727479"
"rna-XM_006562513.3","727479"
"rna-XM_006562516.3","727479"
"rna-XM_026438946.1","727479"
"rna-XM_006562511.3","727479"
"rna-XM_006562515.3","727479"
"rna-XM_026441936.1","413303"
"rna-XM_026441934.1","413303"
"rna-XM_026441929.1","413303"
"rna-XM_026441937.1","413303"
"rna-XM_006562518.3","551443"
"rna-XM_006562519.3","551443"
"rna-XM_016917799.2","551443"
"rna-XM_623804.6","551411"
"rna-XM_623179.5","550789"
"rna-XM_003250068.4","725816"
"rna-XM_006562520.3","412282"
"rna-XM_395743.7","412282"
"rna-XM_623298.6","550903"
"rna-XM_016913826.2","408616"
"rna-XM_026446054.1","408616"
"rna-XM_016913819.2","408616"
"rna-XM_016913824.2","408616"
"rna-XM_006562527.3","408616"
"rna-XM_026446053.1","408616"
"rna-XM_026446055.1","408616"
"rna-XM_006562525.3","408616"
"rna-XM_006562523.3","408616"
"rna-XM_006562526.3","408616"
"rna-XM_392157.6","408616"
"rna-XM_006562529.3","408616"
"rna-XM_006562524.3","408616"
"rna-XR_409477.3","102654549"
"rna-XR_409475.3","102654478"
"rna-XR_001704122.2","102654454"
"rna-XR_003306501.1","113219397"
"rna-XR_409472.3","102654413"
"rna-XR_001704121.2","102654358"
"rna-XR_001704120.2","102654358"
"rna-XR_409469.3","102654358"
"rna-XR_003306495.1","100577822"
"rna-XR_003306496.1","100577822"
"rna-XR_003306494.1","100577822"
"rna-XR_003306500.1","100577822"
"rna-XR_003306493.1","100577822"
"rna-XR_003306497.1","100577822"
"rna-XR_003306498.1","100577822"
"rna-XR_003306499.1","100577822"
"rna-XR_409462.3","100577822"
"rna-XR_409463.3","100577822"
"rna-XM_026446056.1","102654894"
"rna-XR_003304786.1","113218819"
"rna-XM_006562538.3","410754"
"rna-XM_006562539.3","410754"
"rna-XM_623778.6","551383"
"rna-XM_625118.6","552743"
"rna-XM_016917628.2","107965891"
"rna-XM_006562537.3","409517"
"rna-XM_395983.7","412528"
"rna-XM_006562535.3","412528"
"rna-XM_016914074.2","412528"
"rna-XM_006562536.3","412528"
"rna-XM_016914069.2","412528"
"rna-XM_392156.7","408615"
"rna-XM_006562540.3","551202"
"rna-XM_394229.6","410753"
"rna-XM_016914059.2","408614"
"rna-XM_392155.7","408614"
"rna-XM_026442974.1","100578445"
"rna-XM_026442966.1","100578445"
"rna-XM_026442970.1","100578445"
"rna-XM_006562544.3","410752"
"rna-XM_016914045.2","410752"
"rna-XM_006562547.3","410752"
"rna-XM_016914051.2","410752"
"rna-XM_394227.6","410751"
"rna-XM_026439512.1","408613"
"rna-XM_026439452.1","408613"
"rna-XM_026439523.1","408613"
"rna-XM_026439483.1","408613"
"rna-NM_001145735.2","408613"
"rna-XR_001704253.2","107964984"
"rna-XR_001706443.2","100577782"
"rna-XR_003304162.1","100577782"
"rna-XM_026442534.1","102655057"
"rna-XM_016917891.2","412523"
"rna-XM_006562778.3","726298"
"rna-XM_026441713.1","726298"
"rna-XM_026441716.1","726298"
"rna-XM_026441721.1","726298"
"rna-XR_003305010.1","113218896"
"rna-XM_006562777.3","100577655"
"rna-XR_001706471.2","102654581"
"rna-XR_409546.3","102654581"
"rna-XR_001706468.2","102654581"
"rna-XR_001706473.2","102654581"
"rna-XR_003306165.1","107966071"
"rna-XM_397174.7","413735"
"rna-XM_006562773.3","413735"
"rna-XM_001120404.5","726221"
"rna-XM_393529.6","410043"
"rna-XM_006562775.3","410043"
"rna-XM_006562770.3","409468"
"rna-XM_006562764.3","409468"
"rna-XM_006562765.3","409468"
"rna-XM_006562766.3","409468"
"rna-XM_006562767.3","409468"
"rna-XM_016916096.2","409468"
"rna-XM_016916121.2","409468"
"rna-XR_003306538.1","102653866"
"rna-XR_003306533.1","102653866"
"rna-XR_003306534.1","102653866"
"rna-XR_003306536.1","102653866"
"rna-XR_003306537.1","102653866"
"rna-XM_006562769.3","409468"
"rna-XM_016916134.2","409468"
"rna-XM_006562768.3","409468"
"rna-XM_016916130.2","409468"
"rna-XM_026446271.1","409468"
"rna-XM_016916137.2","409468"
"rna-XM_006562763.3","726449"
"rna-XM_006562758.3","552636"
"rna-XM_026444380.1","552636"
"rna-XM_026444383.1","552636"
"rna-XM_001120202.5","726088"
"rna-XM_006562757.3","726088"
"rna-XM_006562756.3","412397"
"rna-XM_623086.6","412397"
"rna-XM_006562755.3","412397"
"rna-NM_001145738.1","412285"
"rna-XM_006563202.3","412285"
"rna-XM_016911667.2","412285"
"rna-XM_016911642.2","412285"
"rna-XR_409676.3","100578115"
"rna-XM_392932.7","409417"
"rna-NM_001160050.1","409418"
"rna-XM_026446341.1","727596"
"rna-XM_006563296.3","727596"
"rna-NM_001011636.1","409798"
"rna-XM_001119962.5","724192"
"rna-XR_003306123.1","100577977"
"rna-XR_003306122.1","100577977"
"rna-XR_001703523.2","107964644"
"rna-XM_016912812.2","100577977"
"rna-XM_026445343.1","100577977"
"rna-XR_001703514.2","102656214"
"rna-XM_026445345.1","410034"
"rna-XM_001120086.4","724280"
"rna-XM_026440705.1","410033"
"rna-XM_006563288.3","410033"
"rna-XM_006563290.3","724327"
"rna-XM_006563289.2","724327"
"rna-XM_001120148.5","724327"
"rna-NM_001178025.1","410032"
"rna-NM_001178026.1","410032"
"rna-XM_006563201.3","410032"
"rna-XM_016912778.2","102655811"
"rna-XM_006563287.3","102655811"
"rna-XM_026446264.1","413693"
"rna-XM_026439503.1","100576321"
"rna-XM_026439504.1","100576321"
"rna-XM_006563283.2","411794"
"rna-XM_395653.6","412190"
"rna-XM_006563281.3","102655540"
"rna-XM_395652.7","412189"
"rna-XM_026444939.1","409383"
"rna-XM_026444920.1","409383"
"rna-XM_026444887.1","409383"
"rna-XM_006563274.3","409383"
"rna-XM_026444850.1","409383"
"rna-XM_026444811.1","409383"
"rna-XM_026444867.1","409383"
"rna-XR_409655.3","102655045"
"rna-NR_039431.1","100628994"
"rna-Mir307","100628994"
"rna-XR_001703477.2","107964624"
"rna-XR_003306144.1","113219263"
"rna-XM_026445150.1","102655229"
"rna-XR_003306083.1","102655229"
"rna-XR_003306089.1","102655229"
"rna-XR_409664.3","102655229"
"rna-XR_001703466.2","107964619"
"rna-XM_026444966.1","102655391"
"rna-XR_001703451.2","102655431"
"rna-XR_003306121.1","102655431"
"rna-XR_003306113.1","102655431"
"rna-XM_026445023.1","551556"
"rna-XM_016912667.2","409053"
"rna-XM_016912672.2","409053"
"rna-XM_006563272.3","409053"
"rna-XM_016912668.2","409053"
"rna-XM_016912670.2","409053"
"rna-XM_397542.7","409053"
"rna-XM_394882.7","411408"
"rna-XM_026445103.1","411408"
"rna-XR_001703465.2","107964618"
"rna-XM_394881.7","411407"
"rna-XM_394880.6","411406"
"rna-XM_003250183.4","411406"
"rna-XR_001703407.2","107964596"
"rna-XM_026441998.1","100576547"
"rna-XM_016912640.2","100576547"
"rna-XM_003250181.4","100576547"
"rna-XM_006563268.3","100576547"
"rna-XM_016912637.2","100576547"
"rna-XM_026442010.1","100576547"
"rna-XM_026442002.1","100576547"
"rna-XR_001703380.2","107964593"
"rna-XR_003305083.1","107964593"
"rna-XM_026441987.1","411405"
"rna-XM_026441997.1","411405"
"rna-XR_003305084.1","107964593"
"rna-XM_396791.5","413346"
"rna-XM_624148.6","551761"
"rna-XM_026442131.1","100576126"
"rna-XR_003306549.1","113219420"
"rna-XM_006563204.3","725384"
"rna-NM_001134943.1","725384"
"rna-XM_006563261.3","725345"
